ts_l_ns,ts_r_ns,delta_ms
8127769553000,8127769371000,0.182
8127805253000,8127805071000,0.182
8127840953000,8127840770000,0.183
8127876652000,8127876470000,0.182
8127912352000,8127912170000,0.182
8127948053000,8127947870000,0.183
8127983752000,8127983569000,0.183
8128019452000,8128019269000,0.183
8128055152000,8128054969000,0.183
8128090852000,8128090668000,0.184
8128126551000,8128126368000,0.183
8128162251000,8128162068000,0.183
8128197951000,8128197767000,0.184
8128233651000,8128233467000,0.184
8128269351000,8128269167000,0.184
8128305051000,8128304866000,0.185
8128340751000,8128340566000,0.185
8128376451000,8128376266000,0.185
8128412150000,8128411965000,0.185
8128447850000,8128447665000,0.185
8128483550000,8128483365000,0.185
8128519250000,8128519065000,0.185
8128554950000,8128554764000,0.186
8128590650000,8128590464000,0.186
8128626350000,8128626164000,0.186
8128662050000,8128661864000,0.186
8128697749000,8128697563000,0.186
8128733449000,8128733263000,0.186
8128769149000,8128768963000,0.186
8128804849000,8128804662000,0.187
8128840549000,8128840362000,0.187
8128876249000,8128876062000,0.187
8128911949000,8128911761000,0.188
8128947648000,8128947461000,0.187
8128983348000,8128983161000,0.187
8129019048000,8129018860000,0.188
8129054748000,8129054560000,0.188
8129090448000,8129090260000,0.188
8129126148000,8129125959000,0.189
8129161848000,8129161659000,0.189
8129197548000,8129197359000,0.189
8129233248000,8129233059000,0.189
8129268947000,8129268758000,0.189
8129304647000,8129304458000,0.189
8129340347000,8129340158000,0.189
8129376048000,8129375857000,0.191
8129411747000,8129411557000,0.19
8129447447000,8129447257000,0.19
8129483147000,8129482956000,0.191
8129518846000,8129518656000,0.19
8129554546000,8129554356000,0.19
8129590246000,8129590056000,0.19
8129625946000,8129625755000,0.191
8129661646000,8129661455000,0.191
8129697346000,8129697155000,0.191
8129733046000,8129732854000,0.192
8129768746000,8129768554000,0.192
8129804446000,8129804254000,0.192
8129840146000,8129839954000,0.192
8129875845000,8129875653000,0.192
8129911545000,8129911353000,0.192
8129947245000,8129947053000,0.192
8129982945000,8129982752000,0.193
8130018645000,8130018452000,0.193
8130054346000,8130054152000,0.194
8130090044000,8130089851000,0.193
8130125744000,8130125551000,0.193
8130161444000,8130161251000,0.193
8130197144000,8130196951000,0.193
8130232844000,8130232651000,0.193
8130268544000,8130268350000,0.194
8130304244000,8130304050000,0.194
8130339944000,8130339749000,0.195
8130375643000,8130375449000,0.194
8130411343000,8130411149000,0.194
8130447043000,8130446849000,0.194
8130482743000,8130482548000,0.195
8130518443000,8130518248000,0.195
8130554143000,8130553948000,0.195
8130589843000,8130589647000,0.196
8130625543000,8130625347000,0.196
8130661242000,8130661047000,0.195
8130696942000,8130696746000,0.196
8130732642000,8130732446000,0.196
8130768342000,8130768146000,0.196
8130804043000,8130803846000,0.197
8130839742000,8130839545000,0.197
8130875442000,8130875245000,0.197
8130911141000,8130910945000,0.196
8130946841000,8130946644000,0.197
8130982541000,8130982344000,0.197
8131018241000,8131018044000,0.197
8131053941000,8131053743000,0.198
8131089641000,8131089443000,0.198
8131125341000,8131125143000,0.198
8131161041000,8131160843000,0.198
8131196740000,8131196542000,0.198
8131232441000,8131232242000,0.199
8131268141000,8131267942000,0.199
8131303840000,8131303641000,0.199
8131339540000,8131339341000,0.199
8131375240000,8131375041000,0.199
8131410940000,8131410740000,0.2
8131446640000,8131446440000,0.2
8131482340000,8131482140000,0.2
8131518039000,8131517840000,0.199
8131553739000,8131553539000,0.2
8131589439000,8131589239000,0.2
8131625139000,8131624939000,0.2
8131660839000,8131660638000,0.201
8131696539000,8131696338000,0.201
8131732239000,8131732038000,0.201
8131767938000,8131767738000,0.2
8131803638000,8131803437000,0.201
8131839338000,8131839137000,0.201
8131875038000,8131874837000,0.201
8131910738000,8131910536000,0.202
8131946438000,8131946236000,0.202
8131982138000,8131981936000,0.202
8132017838000,8132017635000,0.203
8132053537000,8132053335000,0.202
8132089237000,8132089035000,0.202
8132124937000,8132124735000,0.202
8132160637000,8132160435000,0.202
8132196337000,8132196134000,0.203
8132232038000,8132231834000,0.204
8132267737000,8132267533000,0.204
8132303437000,8132303233000,0.204
8132339137000,8132338933000,0.204
8132374836000,8132374632000,0.204
8132410536000,8132410332000,0.204
8132446236000,8132446032000,0.204
8132481936000,8132481731000,0.205
8132517636000,8132517431000,0.205
8132553336000,8132553131000,0.205
8132589036000,8132588831000,0.205
8132624735000,8132624530000,0.205
8132660436000,8132660230000,0.206
8132696135000,8132695930000,0.205
8132731835000,8132731629000,0.206
8132767535000,8132767329000,0.206
8132803235000,8132803029000,0.206
8132838936000,8132838729000,0.207
8132874635000,8132874428000,0.207
8132910334000,8132910128000,0.206
8132946035000,8132945828000,0.207
8132981734000,8132981527000,0.207
8133017434000,8133017227000,0.207
8133053134000,8133052927000,0.207
8133088834000,8133088627000,0.207
8133124533000,8133124326000,0.207
8133160234000,8133160026000,0.208
8133195934000,8133195726000,0.208
8133231633000,8133231426000,0.207
8133267333000,8133267125000,0.208
8133303033000,8133302825000,0.208
8133338733000,8133338524000,0.209
8133374433000,8133374224000,0.209
8133410133000,8133409924000,0.209
8133445833000,8133445623000,0.21
8133481532000,8133481323000,0.209
8133517232000,8133517023000,0.209
8133552932000,8133552723000,0.209
8133588632000,8133588422000,0.21
8133624332000,8133624122000,0.21
8133660032000,8133659822000,0.21
8133695732000,8133695522000,0.21
8133731432000,8133731221000,0.211
8133767131000,8133766921000,0.21
8133802831000,8133802621000,0.21
8133838531000,8133838320000,0.211
8133874231000,8133874020000,0.211
8133909931000,8133909720000,0.211
8133945631000,8133945419000,0.212
8133981331000,8133981119000,0.212
8134017031000,8134016819000,0.212
8134052730000,8134052519000,0.211
8134088430000,8134088218000,0.212
8134124131000,8134123918000,0.213
8134159830000,8134159618000,0.212
8134195530000,8134195317000,0.213
8134231230000,8134231017000,0.213
8134266930000,8134266717000,0.213
8134302630000,8134302416000,0.214
8134338329000,8134338116000,0.213
8134374030000,8134373816000,0.214
8134409729000,8134409516000,0.213
8134445429000,8134445215000,0.214
8134481129000,8134480915000,0.214
8134516829000,8134516615000,0.214
8134552529000,8134552314000,0.215
8134588229000,8134588014000,0.215
8134623929000,8134623714000,0.215
8134659628000,8134659413000,0.215
8134695328000,8134695113000,0.215
8134731028000,8134730813000,0.215
8134766728000,8134766513000,0.215
8134802428000,8134802212000,0.216
8134838128000,8134837912000,0.216
8134873828000,8134873612000,0.216
8134909528000,8134909311000,0.217
8134945227000,8134945011000,0.216
8134980927000,8134980711000,0.216
8135016627000,8135016410000,0.217
8135052327000,8135052110000,0.217
8135088028000,8135087810000,0.218
8135123727000,8135123510000,0.217
8135159427000,8135159209000,0.218
8135195127000,8135194909000,0.218
8135230826000,8135230609000,0.217
8135266526000,8135266308000,0.218
8135302226000,8135302008000,0.218
8135337926000,8135337708000,0.218
8135373626000,8135373407000,0.219
8135409326000,8135409107000,0.219
8135445026000,8135444807000,0.219
8135480725000,8135480507000,0.218
8135516426000,8135516206000,0.22
8135552125000,8135551906000,0.219
8135587825000,8135587606000,0.219
8135623525000,8135623305000,0.22
8135659225000,8135659005000,0.22
8135694925000,8135694705000,0.22
8135730625000,8135730405000,0.22
8135766325000,8135766104000,0.221
8135802024000,8135801804000,0.22
8135837724000,8135837504000,0.22
8135873424000,8135873203000,0.221
8135909124000,8135908903000,0.221
8135944824000,8135944603000,0.221
8135980524000,8135980302000,0.222
8136016224000,8136016002000,0.222
8136051924000,8136051702000,0.222
8136087623000,8136087402000,0.221
8136123323000,8136123101000,0.222
8136159023000,8136158801000,0.222
8136194723000,8136194501000,0.222
8136230423000,8136230201000,0.222
8136266123000,8136265900000,0.223
8136301823000,8136301600000,0.223
8136337523000,8136337300000,0.223
8136373223000,8136372999000,0.224
8136408922000,8136408699000,0.223
8136444622000,8136444399000,0.223
8136480322000,8136480098000,0.224
8136516023000,8136515798000,0.225
8136551722000,8136551498000,0.224
8136587422000,8136587197000,0.225
8136623122000,8136622897000,0.225
8136658821000,8136658597000,0.224
8136694521000,8136694296000,0.225
8136730221000,8136729996000,0.225
8136765921000,8136765696000,0.225
8136801621000,8136801396000,0.225
8136837321000,8136837095000,0.226
8136873021000,8136872795000,0.226
8136908721000,8136908495000,0.226
8136944421000,8136944194000,0.227
8136980121000,8136979894000,0.227
8137015820000,8137015594000,0.226
8137051520000,8137051294000,0.226
8137087220000,8137086993000,0.227
8137122920000,8137122693000,0.227
8137158620000,8137158393000,0.227
8137194320000,8137194092000,0.228
8137230019000,8137229792000,0.227
8137265719000,8137265492000,0.227
8137301419000,8137301191000,0.228
8137337119000,8137336891000,0.228
8137372819000,8137372591000,0.228
8137408519000,8137408291000,0.228
8137444219000,8137443990000,0.229
8137479919000,8137479690000,0.229
8137515618000,8137515390000,0.228
8137551318000,8137551090000,0.228
8137587018000,8137586789000,0.229
8137622718000,8137622489000,0.229
8137658418000,8137658189000,0.229
8137694118000,8137693889000,0.229
8137729818000,8137729588000,0.23
8137765518000,8137765288000,0.23
8137801217000,8137800987000,0.23
8137836917000,8137836687000,0.23
8137872617000,8137872387000,0.23
8137908317000,8137908086000,0.231
8137944018000,8137943786000,0.232
8137979717000,8137979486000,0.231
8138015417000,8138015186000,0.231
8138051116000,8138050885000,0.231
8138086816000,8138086585000,0.231
8138122516000,8138122285000,0.231
8138158216000,8138157984000,0.232
8138193916000,8138193684000,0.232
8138229616000,8138229384000,0.232
8138265316000,8138265083000,0.233
8138301016000,8138300783000,0.233
8138336716000,8138336483000,0.233
8138372415000,8138372183000,0.232
8138408116000,8138407882000,0.234
8138443815000,8138443582000,0.233
8138479515000,8138479282000,0.233
8138515216000,8138514981000,0.235
8138550915000,8138550681000,0.234
8138586614000,8138586381000,0.233
8138622315000,8138622081000,0.234
8138658014000,8138657780000,0.234
8138693714000,8138693480000,0.234
8138729414000,8138729180000,0.234
8138765114000,8138764879000,0.235
8138800814000,8138800579000,0.235
8138836514000,8138836279000,0.235
8138872214000,8138871979000,0.235
8138907913000,8138907678000,0.235
8138943614000,8138943378000,0.236
8138979313000,8138979078000,0.235
8139015013000,8139014777000,0.236
8139050713000,8139050477000,0.236
8139086413000,8139086177000,0.236
8139122113000,8139121877000,0.236
8139157813000,8139157576000,0.237
8139193513000,8139193276000,0.237
8139229213000,8139228976000,0.237
8139264912000,8139264675000,0.237
8139300612000,8139300375000,0.237
8139336312000,8139336075000,0.237
8139372015000,8139371774000,0.241
8139407712000,8139407474000,0.238
8139443412000,8139443174000,0.238
8139479112000,8139478874000,0.238
8139514811000,8139514573000,0.238
8139550511000,8139550273000,0.238
8139586211000,8139585973000,0.238
8139621911000,8139621672000,0.239
8139657611000,8139657372000,0.239
8139693311000,8139693072000,0.239
8139729011000,8139728772000,0.239
8139764711000,8139764471000,0.24
8139800410000,8139800171000,0.239
8139836111000,8139835871000,0.24
8139871810000,8139871570000,0.24
8139907510000,8139907270000,0.24
8139943210000,8139942970000,0.24
8139978910000,8139978669000,0.241
8140014611000,8140014369000,0.242
8140050310000,8140050069000,0.241
8140086009000,8140085768000,0.241
8140121709000,8140121468000,0.241
8140157409000,8140157168000,0.241
8140193109000,8140192868000,0.241
8140228809000,8140228568000,0.241
8140264509000,8140264267000,0.242
8140300209000,8140299967000,0.242
8140335909000,8140335667000,0.242
8140371608000,8140371366000,0.242
8140407308000,8140407066000,0.242
8140443008000,8140442765000,0.243
8140478708000,8140478465000,0.243
8140514408000,8140514165000,0.243
8140550108000,8140549865000,0.243
8140585808000,8140585564000,0.244
8140621508000,8140621264000,0.244
8140657208000,8140656964000,0.244
8140692907000,8140692664000,0.243
8140728607000,8140728363000,0.244
8140764307000,8140764063000,0.244
8140800007000,8140799763000,0.244
8140835707000,8140835462000,0.245
8140871407000,8140871162000,0.245
8140907107000,8140906862000,0.245
8140942806000,8140942561000,0.245
8140978506000,8140978261000,0.245
8141014206000,8141013961000,0.245
8141049906000,8141049661000,0.245
8141085606000,8141085360000,0.246
8141121306000,8141121060000,0.246
8141157006000,8141156760000,0.246
8141192706000,8141192460000,0.246
8141228405000,8141228159000,0.246
8141264106000,8141263859000,0.247
8141299805000,8141299558000,0.247
8141335505000,8141335258000,0.247
8141371205000,8141370958000,0.247
8141406905000,8141406658000,0.247
8141442605000,8141442357000,0.248
8141478305000,8141478057000,0.248
8141514005000,8141513757000,0.248
8141549704000,8141549456000,0.248
8141585404000,8141585156000,0.248
8141621104000,8141620856000,0.248
8141656804000,8141656555000,0.249
8141692504000,8141692255000,0.249
8141728204000,8141727955000,0.249
8141763904000,8141763655000,0.249
8141799604000,8141799354000,0.25
8141835303000,8141835054000,0.249
8141871003000,8141870754000,0.249
8141906703000,8141906453000,0.25
8141942403000,8141942153000,0.25
8141978103000,8141977853000,0.25
8142013803000,8142013553000,0.25
8142049503000,8142049252000,0.251
8142085203000,8142084952000,0.251
8142120902000,8142120652000,0.25
8142156602000,8142156351000,0.251
8142192302000,8142192051000,0.251
8142228002000,8142227751000,0.251
8142263702000,8142263451000,0.251
8142299402000,8142299151000,0.251
8142335102000,8142334850000,0.252
8142370802000,8142370550000,0.252
8142406502000,8142406249000,0.253
8142442201000,8142441949000,0.252
8142477901000,8142477649000,0.252
8142513601000,8142513348000,0.253
8142549301000,8142549048000,0.253
8142585001000,8142584748000,0.253
8142620701000,8142620448000,0.253
8142656401000,8142656147000,0.254
8142692101000,8142691847000,0.254
8142727800000,8142727547000,0.253
8142763500000,8142763247000,0.253
8142799200000,8142798946000,0.254
8142834900000,8142834646000,0.254
8142870600000,8142870345000,0.255
8142906300000,8142906045000,0.255
8142942000000,8142941745000,0.255
8142977699000,8142977445000,0.254
8143013400000,8143013144000,0.256
8143049099000,8143048844000,0.255
8143084799000,8143084544000,0.255
8143120499000,8143120244000,0.255
8143156199000,8143155943000,0.256
8143191899000,8143191643000,0.256
8143227599000,8143227343000,0.256
8143263299000,8143263042000,0.257
8143298998000,8143298742000,0.256
8143334698000,8143334442000,0.256
8143370398000,8143370142000,0.256
8143406098000,8143405841000,0.257
8143441798000,8143441541000,0.257
8143477498000,8143477241000,0.257
8143513198000,8143512940000,0.258
8143548897000,8143548640000,0.257
8143584597000,8143584340000,0.257
8143620297000,8143620039000,0.258
8143655997000,8143655739000,0.258
8143691697000,8143691439000,0.258
8143727397000,8143727138000,0.259
8143763096000,8143762838000,0.258
8143798796000,8143798538000,0.258
8143834496000,8143834238000,0.258
8143870196000,8143869937000,0.259
8143905896000,8143905637000,0.259
8143977296000,8143977036000,0.26
8144012996000,8144012736000,0.26
8144048696000,8144048436000,0.26
8144084396000,8144084136000,0.26
8144120096000,8144119835000,0.261
8144155795000,8144155535000,0.26
8144191495000,8144191235000,0.26
8144227195000,8144226934000,0.261
8144262895000,8144262634000,0.261
8144298595000,8144298334000,0.261
8144334295000,8144334034000,0.261
8144369994000,8144369733000,0.261
8144405694000,8144405433000,0.261
8144441394000,8144441133000,0.261
8144477094000,8144476832000,0.262
8144512794000,8144512532000,0.262
8144548494000,8144548232000,0.262
8144584194000,8144583931000,0.263
8144619894000,8144619631000,0.263
8144655594000,8144655331000,0.263
8144691293000,8144691031000,0.262
8144726993000,8144726730000,0.263
8144762693000,8144762430000,0.263
8144798393000,8144798130000,0.263
8144834093000,8144833829000,0.264
8144869793000,8144869529000,0.264
8144905493000,8144905229000,0.264
8144941192000,8144940929000,0.263
8144976892000,8144976628000,0.264
8145012593000,8145012328000,0.265
8145048292000,8145048028000,0.264
8145083992000,8145083727000,0.265
8145119692000,8145119427000,0.265
8145155392000,8145155127000,0.265
8145191092000,8145190826000,0.266
8145226792000,8145226526000,0.266
8145262491000,8145262226000,0.265
8145298192000,8145297926000,0.266
8145333891000,8145333625000,0.266
8145369592000,8145369325000,0.267
8145405291000,8145405025000,0.266
8145440991000,8145440725000,0.266
8145476691000,8145476424000,0.267
8145512391000,8145512124000,0.267
8145548092000,8145547824000,0.268
8145583791000,8145583523000,0.268
8145619490000,8145619223000,0.267
8145655190000,8145654923000,0.267
8145690890000,8145690623000,0.267
8145726590000,8145726322000,0.268
8145762290000,8145762022000,0.268
8145797990000,8145797721000,0.269
8145833690000,8145833421000,0.269
8145869390000,8145869121000,0.269
8145905089000,8145904821000,0.268
8145940789000,8145940520000,0.269
8145976489000,8145976220000,0.269
8146012189000,8146011920000,0.269
8146047889000,8146047619000,0.27
8146083589000,8146083319000,0.27
8146119289000,8146119019000,0.27
8146154988000,8146154718000,0.27
8146190688000,8146190418000,0.27
8146226388000,8146226118000,0.27
8146262088000,8146261817000,0.271
8146297788000,8146297518000,0.27
8146333488000,8146333217000,0.271
8146369188000,8146368917000,0.271
8146404888000,8146404617000,0.271
8146440587000,8146440316000,0.271
8146476287000,8146476016000,0.271
8146511987000,8146511716000,0.271
8146547687000,8146547415000,0.272
8146583387000,8146583115000,0.272
8146619087000,8146618815000,0.272
8146654787000,8146654514000,0.273
8146690487000,8146690214000,0.273
8146726187000,8146725914000,0.273
8146761886000,8146761613000,0.273
8146797586000,8146797313000,0.273
8146833286000,8146833013000,0.273
8146868986000,8146868712000,0.274
8146904686000,8146904412000,0.274
8146940386000,8146940112000,0.274
8146976087000,8146975812000,0.275
8147011786000,8147011512000,0.274
8147047485000,8147047211000,0.274
8147083185000,8147082911000,0.274
8147118885000,8147118610000,0.275
8147154585000,8147154310000,0.275
8147190285000,8147190010000,0.275
8147225985000,8147225710000,0.275
8147261685000,8147261409000,0.276
8147297385000,8147297109000,0.276
8147333084000,8147332809000,0.275
8147368784000,8147368509000,0.275
8147404484000,8147404208000,0.276
8147440184000,8147439908000,0.276
8147475884000,8147475608000,0.276
8147511584000,8147511307000,0.277
8147547284000,8147547007000,0.277
8147582984000,8147582707000,0.277
8147618683000,8147618407000,0.276
8147654383000,8147654106000,0.277
8147690083000,8147689806000,0.277
8147725783000,8147725505000,0.278
8147761483000,8147761205000,0.278
8147797183000,8147796905000,0.278
8147832883000,8147832605000,0.278
8147868583000,8147868304000,0.279
8147904283000,8147904004000,0.279
8147939983000,8147939704000,0.279
8147975682000,8147975404000,0.278
8148011382000,8148011103000,0.279
8148047082000,8148046803000,0.279
8148082782000,8148082503000,0.279
8148118482000,8148118202000,0.28
8148154182000,8148153902000,0.28
8148189882000,8148189602000,0.28
8148225582000,8148225302000,0.28
8148261282000,8148261001000,0.281
8148296981000,8148296701000,0.28
8148332681000,8148332401000,0.28
8148368381000,8148368100000,0.281
8148404081000,8148403800000,0.281
8148439781000,8148439500000,0.281
8148475481000,8148475199000,0.282
8148511181000,8148510899000,0.282
8148546881000,8148546599000,0.282
8148582580000,8148582299000,0.281
8148618280000,8148617998000,0.282
8148653980000,8148653698000,0.282
8148689680000,8148689398000,0.282
8148725380000,8148725097000,0.283
8148761080000,8148760798000,0.282
8148796779000,8148796497000,0.282
8148832479000,8148832197000,0.282
8148868180000,8148867896000,0.284
8148903879000,8148903596000,0.283
8148939579000,8148939296000,0.283
8148975279000,8148974996000,0.283
8149010979000,8149010695000,0.284
8149046679000,8149046395000,0.284
8149082379000,8149082095000,0.284
8149118078000,8149117794000,0.284
8149153778000,8149153494000,0.284
8149189478000,8149189194000,0.284
8149225178000,8149224894000,0.284
8149260878000,8149260593000,0.285
8149296578000,8149296293000,0.285
8149332278000,8149331992000,0.286
8149367977000,8149367692000,0.285
8149403677000,8149403392000,0.285
8149439377000,8149439092000,0.285
8149475077000,8149474791000,0.286
8149510777000,8149510491000,0.286
8149546477000,8149546191000,0.286
8149582177000,8149581890000,0.287
8149617877000,8149617590000,0.287
8149653576000,8149653290000,0.286
8149689277000,8149688990000,0.287
8149724976000,8149724689000,0.287
8149760676000,8149760389000,0.287
8149796376000,8149796089000,0.287
8149832076000,8149831788000,0.288
8149867776000,8149867488000,0.288
8149903476000,8149903188000,0.288
8149939176000,8149938887000,0.289
8149974875000,8149974587000,0.288
8150010575000,8150010287000,0.288
8150046275000,8150045986000,0.289
8150081975000,8150081686000,0.289
8150117675000,8150117386000,0.289
8150153375000,8150153086000,0.289
8150189075000,8150188785000,0.29
8150224775000,8150224485000,0.29
8150260474000,8150260185000,0.289
8150296175000,8150295885000,0.29
8150331875000,8150331584000,0.291
8150367574000,8150367284000,0.29
8150403274000,8150402984000,0.29
8150438974000,8150438683000,0.291
8150474674000,8150474383000,0.291
8150510374000,8150510083000,0.291
8150546074000,8150545783000,0.291
8150581773000,8150581482000,0.291
8150617473000,8150617182000,0.291
8150653173000,8150652882000,0.291
8150688873000,8150688582000,0.291
8150724573000,8150724281000,0.292
8150760273000,8150759981000,0.292
8150795973000,8150795680000,0.293
8150831673000,8150831380000,0.293
8150867373000,8150867080000,0.293
8150903072000,8150902779000,0.293
8150938772000,8150938479000,0.293
8150974472000,8150974179000,0.293
8151010172000,8151009879000,0.293
8151045872000,8151045578000,0.294
8151081572000,8151081278000,0.294
8151117272000,8151116978000,0.294
8151152972000,8151152678000,0.294
8151188671000,8151188378000,0.293
8151224371000,8151224077000,0.294
8151260071000,8151259777000,0.294
8151295771000,8151295476000,0.295
8151331471000,8151331176000,0.295
8151367171000,8151366876000,0.295
8151402871000,8151402575000,0.296
8151438570000,8151438275000,0.295
8151474270000,8151473975000,0.295
8151509970000,8151509675000,0.295
8151545670000,8151545374000,0.296
8151581370000,8151581074000,0.296
8151617070000,8151616774000,0.296
8151652770000,8151652473000,0.297
8151688470000,8151688173000,0.297
8151724170000,8151723873000,0.297
8151759869000,8151759573000,0.296
8151795569000,8151795272000,0.297
8151831269000,8151830972000,0.297
8151866969000,8151866672000,0.297
8151902669000,8151902371000,0.298
8151938369000,8151938071000,0.298
8151974069000,8151973771000,0.298
8152009769000,8152009470000,0.299
8152045469000,8152045170000,0.299
8152081168000,8152080870000,0.298
8152116868000,8152116570000,0.298
8152152568000,8152152270000,0.298
8152188268000,8152187969000,0.299
8152223968000,8152223669000,0.299
8152259668000,8152259368000,0.3
8152295368000,8152295068000,0.3
8152331068000,8152330768000,0.3
8152366767000,8152366468000,0.299
8152402467000,8152402167000,0.3
8152438167000,8152437867000,0.3
8152473867000,8152473567000,0.3
8152509567000,8152509266000,0.301
8152545267000,8152544966000,0.301
8152580967000,8152580666000,0.301
8152616666000,8152616365000,0.301
8152652366000,8152652065000,0.301
8152688067000,8152687765000,0.302
8152723766000,8152723464000,0.302
8152759466000,8152759164000,0.302
8152795166000,8152794864000,0.302
8152830866000,8152830564000,0.302
8152866566000,8152866263000,0.303
8152902266000,8152901963000,0.303
8152937966000,8152937663000,0.303
8152973665000,8152973363000,0.302
8153009365000,8153009062000,0.303
8153045065000,8153044762000,0.303
8153080765000,8153080462000,0.303
8153116465000,8153116161000,0.304
8153152165000,8153151861000,0.304
8153187865000,8153187561000,0.304
8153223564000,8153223261000,0.303
8153259264000,8153258960000,0.304
8153294964000,8153294660000,0.304
8153330664000,8153330359000,0.305
8153366364000,8153366059000,0.305
8153402064000,8153401759000,0.305
8153437764000,8153437459000,0.305
8153473464000,8153473158000,0.306
8153509164000,8153508859000,0.305
8153544863000,8153544558000,0.305
8153580564000,8153580258000,0.306
8153616263000,8153615957000,0.306
8153651963000,8153651657000,0.306
8153687663000,8153687357000,0.306
8153723363000,8153723056000,0.307
8153759063000,8153758756000,0.307
8153794763000,8153794456000,0.307
8153830463000,8153830155000,0.308
8153866162000,8153865855000,0.307
8153901862000,8153901555000,0.307
8153937563000,8153937254000,0.309
8153973262000,8153972954000,0.308
8154008962000,8154008654000,0.308
8154044662000,8154044354000,0.308
8154080362000,8154080053000,0.309
8154116062000,8154115753000,0.309
8154151761000,8154151453000,0.308
8154187461000,8154187152000,0.309
8154223161000,8154222852000,0.309
8154258861000,8154258552000,0.309
8154294561000,8154294251000,0.31
8154330261000,8154329951000,0.31
8154365961000,8154365651000,0.31
8154401660000,8154401351000,0.309
8154437360000,8154437050000,0.31
8154473060000,8154472750000,0.31
8154508760000,8154508450000,0.31
8154544460000,8154544149000,0.311
8154580161000,8154579849000,0.312
8154615860000,8154615549000,0.311
8154651560000,8154651249000,0.311
8154687260000,8154686949000,0.311
8154722960000,8154722648000,0.312
8154758660000,8154758348000,0.312
8154794360000,8154794048000,0.312
8154830059000,8154829747000,0.312
8154865759000,8154865447000,0.312
8154901459000,8154901147000,0.312
8154937159000,8154936846000,0.313
8154972858000,8154972546000,0.312
8155008559000,8155008246000,0.313
8155044259000,8155043945000,0.314
8155079958000,8155079645000,0.313
8155115658000,8155115345000,0.313
8155151358000,8155151044000,0.314
8155187058000,8155186744000,0.314
8155222758000,8155222444000,0.314
8155258458000,8155258144000,0.314
8155294158000,8155293843000,0.315
8155329858000,8155329543000,0.315
8155365558000,8155365243000,0.315
8155401257000,8155400943000,0.314
8155436957000,8155436642000,0.315
8155472657000,8155472342000,0.315
8155508357000,8155508041000,0.316
8155544057000,8155543741000,0.316
8155579756000,8155579441000,0.315
8155615456000,8155615141000,0.315
8155651156000,8155650840000,0.316
8155686856000,8155686540000,0.316
8155722556000,8155722240000,0.316
8155758256000,8155757940000,0.316
8155793956000,8155793639000,0.317
8155829656000,8155829339000,0.317
8155865356000,8155865039000,0.317
8155901056000,8155900738000,0.318
8155936755000,8155936438000,0.317
8155972455000,8155972138000,0.317
8156008155000,8156007837000,0.318
8156043855000,8156043537000,0.318
8156079555000,8156079237000,0.318
8156115255000,8156114936000,0.319
8156150955000,8156150636000,0.319
8156186655000,8156186336000,0.319
8156222354000,8156222036000,0.318
8156258054000,8156257735000,0.319
8156293754000,8156293435000,0.319
8156329454000,8156329135000,0.319
8156365154000,8156364834000,0.32
8156400854000,8156400534000,0.32
8156436554000,8156436234000,0.32
8156472254000,8156471934000,0.32
8156507953000,8156507633000,0.32
8156543653000,8156543333000,0.32
8156579353000,8156579033000,0.32
8156615053000,8156614732000,0.321
8156650753000,8156650432000,0.321
8156686453000,8156686132000,0.321
8156722153000,8156721832000,0.321
8156757852000,8156757531000,0.321
8156793553000,8156793231000,0.322
8156829253000,8156828931000,0.322
8156864952000,8156864630000,0.322
8156900652000,8156900330000,0.322
8156936352000,8156936030000,0.322
8156972052000,8156971730000,0.322
8157007752000,8157007429000,0.323
8157043452000,8157043129000,0.323
8157079152000,8157078829000,0.323
8157114851000,8157114528000,0.323
8157150551000,8157150228000,0.323
8157186251000,8157185928000,0.323
8157221951000,8157221627000,0.324
8157257651000,8157257327000,0.324
8157293351000,8157293027000,0.324
8157329051000,8157328726000,0.325
8157364751000,8157364426000,0.325
8157400450000,8157400126000,0.324
8157436150000,8157435826000,0.324
8157471850000,8157471525000,0.325
8157507550000,8157507225000,0.325
8157543250000,8157542925000,0.325
8157578950000,8157578624000,0.326
8157614650000,8157614324000,0.326
8157650350000,8157650024000,0.326
8157686049000,8157685724000,0.325
8157721749000,8157721423000,0.326
8157757449000,8157757123000,0.326
8157793149000,8157792823000,0.326
8157828849000,8157828523000,0.326
8157864549000,8157864222000,0.327
8157900249000,8157899922000,0.327
8157935949000,8157935622000,0.327
8157971649000,8157971321000,0.328
8158007348000,8158007021000,0.327
8158043048000,8158042720000,0.328
8158078748000,8158078420000,0.328
8158114448000,8158114120000,0.328
8158150148000,8158149820000,0.328
8158185848000,8158185520000,0.328
8158221548000,8158221219000,0.329
8158257248000,8158256919000,0.329
8158292947000,8158292619000,0.328
8158328647000,8158328318000,0.329
8158364347000,8158364018000,0.329
8158400047000,8158399718000,0.329
8158435747000,8158435417000,0.33
8158471447000,8158471117000,0.33
8158507147000,8158506817000,0.33
8158542847000,8158542517000,0.33
8158578547000,8158578216000,0.331
8158614246000,8158613916000,0.33
8158649946000,8158649616000,0.33
8158685646000,8158685316000,0.33
8158721346000,8158721015000,0.331
8158757046000,8158756715000,0.331
8158792746000,8158792414000,0.332
8158828446000,8158828114000,0.332
8158864146000,8158863814000,0.332
8158899845000,8158899514000,0.331
8158935545000,8158935213000,0.332
