frame,cap,rect,detect,depth,det,mode,track,n_tracks,n_dets,total,fps
5976,13,5,16,0,N,none,0,0,0,34,29.2
5977,14,5,17,0,N,none,0,0,0,35,28.2
5978,14,6,17,0,N,none,0,0,0,37,27.4
5979,12,6,16,0,N,none,0,0,0,34,29.6
5980,14,5,16,0,N,none,0,0,0,35,28.3
5981,14,5,16,0,N,none,0,0,0,35,28.7
5982,15,5,16,0,N,none,0,0,0,36,27.9
5983,13,5,16,0,N,none,0,0,0,34,29.2
5984,14,6,16,0,N,none,0,0,0,36,27.9
5985,13,5,16,0,N,none,0,0,0,34,29.2
5986,14,5,18,0,N,none,0,0,0,37,27.1
5987,12,6,17,0,N,none,0,0,0,35,28.3
5988,12,6,17,0,N,none,0,0,0,35,28.6
5989,13,5,16,0,N,none,0,0,0,34,29.0
5990,12,5,17,0,N,none,0,0,0,34,29.7
5991,13,5,16,0,N,none,0,0,0,34,29.4
5992,15,6,16,0,N,none,0,0,0,37,27.4
5993,13,5,16,0,N,none,0,0,0,35,28.9
5994,14,5,16,0,N,none,0,0,0,35,28.5
5995,13,5,17,0,N,none,0,0,0,36,27.8
5996,13,5,16,0,N,none,0,0,0,35,29.0
5997,13,5,16,0,N,none,0,0,0,35,28.9
5998,12,5,16,0,N,none,0,0,0,33,29.9
5999,15,5,17,0,N,none,0,0,0,36,27.5
6000,13,5,16,0,N,none,0,0,0,34,29.5
6001,15,5,16,0,N,none,0,0,0,36,27.6
6002,12,5,17,0,N,none,0,0,0,35,28.9
6003,13,5,16,0,N,none,0,0,0,34,29.5
6004,14,5,16,0,N,none,0,0,0,35,28.2
6005,13,5,17,0,N,none,0,0,0,35,28.4
6006,14,5,16,0,N,none,0,0,0,35,28.7
6007,14,5,16,0,N,none,0,0,0,35,28.4
6008,14,7,16,0,N,none,0,0,0,37,26.7
6009,12,5,16,0,N,none,0,0,0,33,30.2
6010,15,5,17,0,N,none,0,0,0,36,27.5
6011,13,5,16,0,N,none,0,0,0,34,29.5
6012,13,5,17,0,N,none,0,0,0,35,28.7
6013,14,5,17,0,N,none,0,0,0,35,28.3
6014,13,5,16,0,N,none,0,0,0,35,28.8
6015,14,5,16,0,N,none,0,0,0,35,28.8
6016,14,5,17,0,N,none,0,0,0,36,28.1
6017,14,5,16,0,N,none,0,0,0,35,28.6
6018,14,5,16,0,N,none,0,0,0,35,28.3
6019,13,5,16,0,N,none,0,0,0,34,29.0
6020,14,5,16,0,N,none,0,0,0,35,28.6
6021,14,5,17,0,N,none,0,0,0,36,28.1
6022,13,5,17,0,N,none,0,0,0,35,28.8
6023,14,5,16,0,N,none,0,0,0,35,28.7
6024,13,5,16,0,N,none,0,0,0,34,29.3
6025,15,5,16,0,N,none,0,0,0,35,28.3
6026,15,5,16,0,N,none,0,0,0,36,28.0
6027,14,5,16,0,N,none,0,0,0,35,28.2
6028,14,5,17,0,N,none,0,0,0,35,28.4
6029,14,5,16,0,N,none,0,0,0,35,28.5
6030,14,5,17,0,N,none,0,0,0,36,27.6
6031,13,5,17,0,N,none,0,0,0,35,29.0
6032,13,6,17,0,N,none,0,0,0,36,27.4
6033,12,6,17,0,N,none,0,0,0,35,28.4
6034,12,6,17,0,N,none,0,0,0,35,28.6
6035,12,5,16,0,N,none,0,0,0,32,30.9
6036,15,5,16,0,N,none,0,0,0,35,28.3
6037,14,5,17,0,N,none,0,0,0,35,28.3
6038,14,5,16,0,N,none,0,0,0,35,28.6
6039,15,5,17,0,N,none,0,0,0,36,27.6
6040,13,5,17,0,N,none,0,0,0,35,28.6
6041,13,5,16,0,N,none,0,0,0,35,28.9
6042,14,5,16,0,N,none,0,0,0,35,28.6
6043,14,5,16,0,N,none,0,0,0,36,28.2
6044,13,5,16,0,N,none,0,0,0,35,28.9
6045,14,5,16,0,N,none,0,0,0,35,28.2
6046,14,5,17,0,N,none,0,0,0,35,28.2
6047,13,5,16,0,N,none,0,0,0,35,29.0
6048,13,5,16,0,N,none,0,0,0,34,29.0
6049,14,5,16,0,N,none,0,0,0,34,29.1
6050,15,5,16,0,N,none,0,0,0,35,28.2
6051,14,5,16,0,N,none,0,0,0,35,28.9
6052,14,5,16,0,N,none,0,0,0,35,28.5
6053,14,5,16,0,N,none,0,0,0,35,28.6
6054,15,5,16,0,N,none,0,0,0,36,28.2
6055,13,5,16,0,N,none,0,0,0,34,29.2
6056,14,5,16,0,N,none,0,0,0,35,28.3
6057,14,5,16,0,N,none,0,0,0,35,28.6
6058,14,5,17,0,N,none,0,0,0,36,27.6
6059,13,5,17,0,N,none,0,0,0,34,29.5
6060,15,5,16,0,N,none,0,0,0,36,27.9
6061,14,5,17,0,N,none,0,0,0,36,27.8
6062,12,5,16,0,N,none,0,0,0,34,29.7
6063,14,5,16,0,N,none,0,0,0,35,28.2
6064,14,5,17,0,N,none,0,0,0,36,28.2
6065,13,5,16,0,N,none,0,0,0,35,28.8
6066,14,5,17,0,N,none,0,0,0,36,28.2
6067,14,5,17,0,N,none,0,0,0,36,28.2
6068,12,5,17,0,N,none,0,0,0,35,28.7
6069,13,5,16,0,N,none,0,0,0,34,29.2
6070,14,5,16,0,N,none,0,0,0,35,28.4
6071,14,5,16,0,N,none,0,0,0,35,28.7
6072,14,5,16,0,N,none,0,0,0,35,28.4
6073,14,6,16,0,N,none,0,0,0,36,28.0
6074,13,6,16,0,N,none,0,0,0,36,27.9
6075,13,5,16,0,N,none,0,0,0,34,29.0
6076,13,6,17,0,N,none,0,0,0,36,27.8
6077,12,6,17,0,N,none,0,0,0,36,28.0
6078,12,6,17,0,N,none,0,0,0,35,28.4
6079,12,6,16,0,N,none,0,0,0,35,28.5
6080,12,5,16,0,N,none,0,0,0,33,30.8
6081,15,5,16,0,N,none,0,0,0,35,28.4
6082,14,5,16,0,N,none,0,0,0,35,28.5
6083,15,5,17,0,N,none,0,0,0,36,27.8
6084,14,5,16,0,N,none,0,0,0,35,28.6
6085,14,5,16,0,N,none,0,0,0,35,28.4
6086,14,5,16,0,N,none,0,0,0,35,28.7
6087,14,5,16,0,N,none,0,0,0,35,28.3
6088,14,5,16,0,N,none,0,0,0,35,28.3
6089,14,5,17,0,N,none,0,0,0,36,27.7
6090,13,6,17,0,N,none,0,0,0,37,27.3
6091,12,5,16,0,N,none,0,0,0,34,29.8
6092,14,5,16,0,N,none,0,0,0,35,28.3
6093,12,5,16,0,N,none,0,0,0,34,29.7
6094,14,5,16,0,N,none,0,0,0,35,28.4
6095,14,5,16,0,N,none,0,0,0,36,28.1
6096,13,5,16,0,N,none,0,0,0,34,29.0
6097,14,5,16,0,N,none,0,0,0,35,28.2
6098,14,5,20,0,N,none,0,0,0,39,25.6
6099,10,5,16,0,N,none,0,0,0,31,32.2
6100,14,5,17,0,N,none,0,0,0,36,27.5
6101,12,5,16,0,N,none,0,0,0,33,30.2
6102,14,5,16,0,N,none,0,0,0,35,28.2
6103,14,6,17,0,N,none,0,0,0,37,26.9
6104,12,6,17,0,N,none,0,0,0,36,28.0
6105,12,7,17,0,N,none,0,0,0,36,27.8
6106,11,6,17,0,N,none,0,0,0,34,29.0
6107,12,6,17,0,N,none,0,0,0,35,28.6
6108,12,7,16,0,N,none,0,0,0,35,28.4
6109,12,6,17,0,N,none,0,0,0,34,29.1
6110,12,6,17,0,N,none,0,0,0,35,28.7
6111,11,6,17,0,N,none,0,0,0,34,29.5
6112,12,6,17,0,N,none,0,0,0,36,28.1
6113,12,6,17,0,N,none,0,0,0,34,29.3
6114,13,6,17,0,N,none,0,0,0,35,28.4
6115,12,5,17,0,N,none,0,0,0,33,30.1
6116,14,6,17,0,N,none,0,0,0,36,27.5
6117,13,6,17,0,N,none,0,0,0,36,27.6
6118,12,5,18,0,N,none,0,0,0,35,29.0
6119,12,5,16,0,N,none,0,0,0,34,29.8
6120,14,5,16,0,N,none,0,0,0,34,29.2
6121,15,5,17,0,N,none,0,0,0,36,27.7
6122,14,5,16,0,N,none,0,0,0,35,28.8
6123,14,5,16,0,N,none,0,0,0,36,28.1
6124,14,5,18,0,N,none,0,0,0,36,27.4
6125,12,5,17,0,N,none,0,0,0,34,29.5
6126,14,5,17,0,N,none,0,0,0,35,28.6
6127,14,5,17,0,N,none,0,0,0,35,28.2
6128,13,5,16,0,N,none,0,0,0,34,29.3
6129,14,5,16,0,N,none,0,0,0,36,28.0
6130,13,5,17,0,N,none,0,0,0,36,28.0
6131,12,5,16,0,N,none,0,0,0,34,29.7
6132,14,5,16,0,N,none,0,0,0,35,28.4
6133,14,5,16,0,N,none,0,0,0,35,28.5
6134,14,5,16,0,N,none,0,0,0,35,28.4
6135,14,5,16,0,N,none,0,0,0,35,28.5
6136,14,5,16,0,N,none,0,0,0,35,28.4
6137,14,5,17,0,N,none,0,0,0,36,27.8
6138,13,5,16,0,N,none,0,0,0,35,28.9
6139,14,5,16,0,N,none,0,0,0,35,28.5
6140,14,5,16,0,N,none,0,0,0,35,28.5
6141,14,5,17,0,N,none,0,0,0,35,28.2
6142,14,5,16,0,N,none,0,0,0,35,28.6
6143,14,6,17,0,N,none,0,0,0,36,27.5
6144,12,5,17,0,N,none,0,0,0,34,29.7
6145,14,5,16,0,N,none,0,0,0,35,28.6
6146,13,5,17,0,N,none,0,0,0,35,28.8
6147,14,5,16,0,N,none,0,0,0,35,28.6
6148,14,5,17,0,N,none,0,0,0,36,28.0
6149,13,5,16,0,N,none,0,0,0,34,29.4
6150,14,5,17,0,N,none,0,0,0,35,28.5
6151,13,5,16,0,N,none,0,0,0,35,28.9
6152,13,5,16,0,N,none,0,0,0,35,28.7
6153,14,6,17,0,N,none,0,0,0,36,27.4
6154,12,6,17,0,N,none,0,0,0,35,28.5
6155,12,6,16,0,N,none,0,0,0,34,29.2
6156,13,5,16,0,N,none,0,0,0,34,29.3
6157,15,5,16,0,N,none,0,0,0,36,27.9
6158,14,5,16,0,N,none,0,0,0,35,28.7
6159,14,5,17,0,N,none,7,0,0,43,23.2
6160,6,7,17,0,N,none,0,0,0,30,33.4
6161,12,7,17,0,N,none,0,0,0,35,28.2
6162,11,6,17,0,N,none,0,0,0,34,29.6
6163,12,6,17,0,N,none,0,0,0,35,28.8
6164,14,6,16,0,N,none,0,0,0,36,27.8
6165,12,6,17,0,N,none,0,0,0,35,28.3
6166,12,5,16,0,N,none,0,0,0,33,30.4
6167,14,5,16,0,N,none,0,0,0,36,28.1
6168,11,5,17,0,N,none,0,0,0,33,30.5
6169,13,6,17,0,N,none,0,0,0,36,27.9
6170,13,5,16,0,N,none,0,0,0,35,28.8
6171,13,6,16,0,N,none,0,0,0,36,27.9
6172,12,5,17,0,N,none,0,0,0,34,29.5
6173,13,5,17,0,N,none,0,0,0,35,28.4
6174,15,5,17,0,N,none,0,0,0,36,27.6
6175,12,5,16,0,N,none,0,0,0,33,30.0
6176,14,5,16,0,N,none,0,0,0,35,28.4
6177,14,5,17,0,N,none,0,0,0,37,27.4
6178,13,5,16,0,N,none,0,0,0,34,29.2
6179,14,5,16,0,N,none,0,0,0,35,28.3
6180,14,5,16,0,N,none,0,0,0,35,28.8
6181,13,5,16,0,N,none,0,0,0,35,28.6
6182,14,5,16,0,N,none,0,0,0,35,28.6
6183,14,5,16,0,N,none,0,0,0,36,28.1
6184,13,5,17,0,N,none,0,0,0,35,28.4
6185,13,6,17,0,N,none,0,0,0,36,27.8
6186,12,6,17,0,N,none,0,0,0,36,28.1
6187,12,5,16,0,N,none,0,0,0,33,30.5
6188,14,5,16,0,N,none,0,0,0,35,28.4
6189,14,5,16,0,N,none,0,0,0,35,28.4
6190,14,5,16,0,N,none,0,0,0,35,28.4
6191,14,5,16,0,N,none,0,0,0,35,28.3
6192,14,5,16,0,N,none,0,0,0,36,28.2
6193,14,5,17,0,N,none,0,0,0,36,28.0
6194,13,5,17,0,N,none,0,0,0,35,28.7
6195,13,5,17,0,N,none,0,0,0,35,28.3
6196,13,5,17,0,N,none,0,0,0,35,28.9
6197,15,5,16,0,N,none,0,0,0,36,27.9
6198,13,5,16,0,N,none,0,0,0,34,29.2
6199,13,5,16,0,N,none,0,0,0,35,28.7
6200,14,5,16,0,N,none,0,0,0,35,28.5
6201,14,5,17,0,N,none,0,0,0,35,28.2
6202,13,5,17,0,N,none,0,0,0,35,28.6
6203,14,5,16,0,N,none,0,0,0,35,28.5
6204,14,5,16,0,N,none,0,0,0,36,28.2
6205,14,6,17,0,N,none,0,0,0,37,27.2
6206,13,6,17,0,N,none,0,0,0,36,27.8
6207,11,5,16,0,N,none,0,0,0,32,30.8
6208,14,5,16,0,N,none,0,0,0,36,28.1
6209,14,5,22,0,N,none,0,0,0,40,24.7
6210,8,5,16,0,N,none,0,0,0,29,34.3
6211,14,5,16,0,N,none,0,0,0,35,28.8
6212,14,5,16,0,N,none,0,0,0,35,28.3
6213,15,5,16,0,N,none,0,0,0,35,28.3
6214,14,5,16,0,N,none,0,0,0,35,28.9
6215,14,5,16,0,N,none,0,0,0,35,28.7
6216,14,5,16,0,N,none,0,0,0,36,28.0
6217,14,5,17,0,N,none,0,0,0,36,27.9
6218,13,5,17,0,N,none,0,0,0,35,28.8
6219,13,5,17,0,N,none,0,0,0,36,28.1
6220,13,5,16,0,N,none,0,0,0,35,28.8
6221,12,6,17,0,N,none,0,0,0,35,28.6
6222,13,5,16,0,N,none,0,0,0,34,29.2
6223,14,5,16,0,N,none,0,0,0,34,29.2
6224,14,5,17,0,N,none,0,0,0,37,27.2
6225,12,6,17,0,N,none,0,0,0,35,28.5
6226,12,5,17,0,N,none,0,0,0,33,29.9
6227,13,5,17,0,N,none,0,0,0,35,28.7
6228,14,5,16,0,N,none,0,0,0,35,28.8
6229,14,5,17,0,N,none,0,0,0,36,28.2
6230,14,6,17,0,N,none,0,0,0,36,27.9
6231,13,6,17,0,N,none,0,0,0,35,28.3
6232,12,6,16,0,N,none,0,0,0,35,28.3
6233,12,7,17,0,N,none,0,0,0,36,27.7
6234,11,6,17,0,N,none,0,0,0,34,29.1
6235,12,5,16,0,N,none,0,0,0,33,30.4
6236,15,8,17,0,N,none,0,0,0,40,25.0
6237,10,5,17,0,N,none,0,0,0,32,31.7
6238,14,5,16,0,N,none,0,0,0,35,28.6
6239,13,5,17,0,N,none,0,0,0,35,28.5
6240,14,5,16,0,N,none,0,0,0,35,28.9
6241,13,5,16,0,N,none,0,0,0,34,29.7
6242,14,5,17,0,N,none,0,0,0,36,27.9
6243,13,5,16,0,N,none,0,0,0,34,29.0
6244,14,5,16,0,N,none,0,0,0,34,29.0
6245,15,5,16,0,N,none,0,0,0,35,28.2
6246,14,5,17,0,N,none,0,0,0,36,27.9
6247,13,5,16,0,N,none,0,0,0,34,29.7
6248,15,5,17,0,N,none,0,0,0,36,27.5
6249,14,5,16,0,N,none,0,0,0,34,29.3
6250,15,5,17,0,N,none,0,0,0,37,27.2
6251,13,5,16,0,N,none,0,0,0,35,28.8
6252,14,5,16,0,N,none,0,0,0,35,28.3
6253,13,5,16,0,N,none,0,0,0,34,29.4
6254,15,5,16,0,N,none,0,0,0,35,28.2
6255,14,5,16,0,N,none,0,0,0,35,28.3
6256,14,5,16,0,N,none,0,0,0,36,28.1
6257,14,5,17,0,N,none,0,0,0,35,28.4
6258,13,5,17,0,N,none,0,0,0,36,28.1
6259,13,5,16,0,N,none,0,0,0,34,29.4
6260,15,5,16,0,N,none,0,0,0,36,27.7
6261,13,5,16,0,N,none,0,0,0,34,29.7
6262,14,5,16,0,N,none,0,0,0,35,28.6
6263,15,5,16,0,N,none,0,0,0,35,28.2
6264,15,5,16,0,N,none,0,0,0,36,27.5
6265,13,5,17,0,N,none,0,0,0,35,28.5
6266,14,5,17,0,N,none,0,0,0,36,28.2
6267,13,5,16,0,N,none,0,0,0,34,29.5
6268,14,5,16,0,N,none,0,0,0,35,28.6
6269,14,5,16,0,N,none,0,0,0,35,28.5
6270,15,5,16,0,N,none,0,0,0,37,27.3
6271,13,5,16,0,N,none,0,0,0,34,29.0
6272,14,6,17,0,N,none,0,0,0,37,27.3
6273,12,6,17,0,N,none,0,0,0,35,28.5
6274,11,6,17,0,N,none,0,0,0,35,28.3
6275,11,6,17,0,N,none,0,0,0,34,29.7
6276,12,5,16,0,N,none,0,0,0,33,30.2
6277,15,5,16,0,N,none,0,0,0,36,27.9
6278,14,5,16,0,N,none,0,0,0,35,28.3
6279,13,5,17,0,N,none,0,0,0,36,28.1
6280,14,5,18,0,N,none,0,0,0,37,27.1
6281,10,6,17,0,N,none,0,0,0,34,29.8
6282,11,7,16,0,N,none,0,0,0,34,29.1
6283,12,5,17,0,N,none,0,0,0,35,28.8
6284,12,5,16,0,N,none,0,0,0,33,30.0
6285,14,5,16,0,N,none,0,0,0,35,28.7
6286,14,5,16,0,N,none,0,0,0,35,28.2
6287,14,5,16,0,N,none,0,0,0,35,28.3
6288,14,5,16,0,N,none,0,0,0,35,28.2
6289,14,5,17,0,N,none,0,0,0,36,28.1
6290,13,5,17,0,N,none,0,0,0,35,28.8
6291,14,5,17,0,N,none,0,0,0,35,28.4
6292,14,5,18,0,N,none,0,0,0,37,27.2
6293,12,5,16,0,N,none,0,0,0,33,29.9
6294,14,5,17,0,N,none,0,0,0,35,28.2
6295,14,5,17,0,N,none,0,0,0,36,28.0
6296,13,5,17,0,N,none,0,0,0,35,28.9
6297,13,6,17,0,N,none,0,0,0,37,27.3
6298,12,6,17,0,N,none,0,0,0,34,29.2
6299,13,6,17,0,N,none,0,0,0,35,28.2
6300,12,6,17,0,N,none,0,0,0,36,28.1
6301,12,5,16,0,N,none,0,0,0,33,30.0
6302,14,5,16,0,N,none,0,0,0,35,28.6
6303,14,5,16,0,N,none,0,0,0,35,28.6
6304,14,5,16,0,N,none,0,0,0,35,28.4
6305,13,5,16,0,N,none,0,0,0,35,28.9
6306,14,5,17,0,N,none,0,0,0,36,28.1
6307,13,5,16,0,N,none,0,0,0,34,29.1
6308,13,5,17,0,N,none,0,0,0,35,28.3
6309,13,5,17,0,N,none,0,0,0,35,28.8
6310,13,5,16,0,N,none,0,0,0,34,29.3
6311,15,5,16,0,N,none,0,0,0,36,28.2
6312,14,5,16,0,N,none,0,0,0,36,28.1
6313,14,5,16,0,N,none,0,0,0,35,28.6
6314,15,5,17,0,N,none,0,0,0,37,27.3
6315,12,5,16,0,N,none,0,0,0,34,29.7
6316,13,5,16,0,N,none,0,0,0,35,28.8
6317,14,5,16,0,N,none,0,0,0,35,28.4
6318,14,5,17,0,N,none,0,0,0,36,27.9
6319,13,5,16,0,N,none,0,0,0,34,29.5
6320,15,5,16,0,N,none,0,0,0,37,27.4
6321,13,5,17,0,N,none,0,0,0,36,28.0
6322,11,5,16,0,N,none,0,0,0,33,30.5
6323,14,5,16,0,N,none,0,0,0,35,28.8
6324,14,5,17,0,N,none,0,0,0,36,28.0
6325,13,5,17,0,N,none,0,0,0,35,28.4
6326,13,5,16,0,N,none,0,0,0,34,29.5
6327,15,5,16,0,N,none,0,0,0,36,28.1
6328,14,5,16,0,N,none,0,0,0,35,28.7
6329,15,5,17,0,N,none,0,0,0,36,27.7
6330,14,5,17,0,N,none,0,0,0,36,27.8
6331,13,5,16,0,N,none,0,0,0,34,29.3
6332,14,5,16,0,N,none,0,0,0,35,28.3
6333,14,5,16,0,N,none,0,0,0,35,28.4
6334,14,5,16,0,N,none,0,0,0,35,28.4
6335,14,5,17,0,N,none,0,0,0,36,28.0
6336,14,5,17,0,N,none,0,0,0,36,28.1
6337,13,5,16,0,N,none,0,0,0,33,30.0
6338,12,5,16,0,N,none,0,0,0,33,30.0
6339,14,6,16,0,N,none,0,0,0,36,27.9
6340,13,5,16,0,N,none,0,0,0,34,29.8
6341,14,5,16,0,N,none,0,0,0,35,28.7
6342,15,5,16,0,N,none,0,0,0,36,28.2
6343,14,5,16,0,N,none,0,0,0,36,28.1
6344,14,5,17,0,N,none,0,0,0,36,27.8
6345,14,5,17,0,N,none,0,0,0,36,28.1
6346,13,5,16,0,N,none,0,0,0,34,29.8
6347,14,5,16,0,N,none,0,0,0,35,28.8
6348,14,5,16,0,N,none,0,0,0,35,28.4
6349,14,5,16,0,N,none,0,0,0,35,28.5
6350,14,5,17,0,N,none,0,0,0,36,27.8
6351,13,6,17,0,N,none,0,0,0,37,27.1
6352,11,5,16,0,N,none,0,0,0,33,30.5
6353,14,6,17,0,N,none,0,0,0,36,27.5
6354,12,5,16,0,N,none,0,0,0,33,30.3
6355,14,6,17,0,N,none,0,0,0,37,27.4
6356,13,6,17,0,N,none,0,0,0,35,28.3
6357,13,6,17,0,N,none,0,0,0,35,28.6
6358,13,6,17,0,N,none,0,0,0,35,28.5
6359,13,6,17,0,N,none,0,0,0,35,28.2
6360,13,5,16,0,N,none,0,0,0,34,29.5
6361,14,6,17,0,N,none,0,0,0,37,27.1
6362,12,5,17,0,N,none,0,0,0,34,29.4
6363,13,5,16,0,N,none,0,0,0,34,29.3
6364,14,5,16,0,N,none,0,0,0,35,28.5
6365,14,5,16,0,N,none,0,0,0,35,28.4
6366,14,5,16,0,N,none,0,0,0,35,28.6
6367,14,5,16,0,N,none,0,0,0,35,28.3
6368,14,6,16,0,N,none,0,0,0,36,27.6
6369,13,5,16,0,N,none,0,0,0,34,29.3
6370,14,5,17,0,N,none,0,0,0,36,28.0
6371,13,5,16,0,N,none,0,0,0,35,28.4
6372,13,5,16,0,N,none,0,0,0,34,29.6
6373,15,5,16,0,N,none,0,0,0,36,27.8
6374,13,5,16,0,N,none,0,0,0,34,29.2
6375,14,5,16,0,N,none,0,0,0,34,29.1
6376,14,5,22,0,N,none,0,0,0,42,24.1
6377,9,5,16,0,N,none,0,0,0,30,33.1
6378,14,5,16,0,N,none,0,0,0,35,28.5
6379,14,6,17,0,N,none,0,0,0,37,27.3
6380,12,6,16,0,N,none,0,0,0,35,28.5
6381,12,6,17,0,N,none,0,0,0,35,28.4
6382,12,6,17,0,N,none,0,0,0,35,28.7
6383,13,5,17,0,N,none,0,0,0,35,28.6
6384,13,5,17,0,N,none,0,0,0,35,28.6
6385,14,5,17,0,N,none,0,0,0,36,27.8
6386,12,6,18,0,N,none,0,0,0,36,28.0
6387,11,5,16,0,N,none,0,0,0,33,30.6
6388,13,5,17,0,N,none,0,0,0,35,28.8
6389,14,5,16,0,N,none,0,0,0,34,29.1
6390,14,5,16,0,N,none,0,0,0,35,28.6
6391,14,5,16,0,N,none,0,0,0,35,28.6
6392,14,5,16,0,N,none,0,0,0,35,28.2
6393,14,5,17,0,N,none,0,0,0,36,27.7
6394,11,5,17,0,N,none,0,0,0,33,30.4
6395,12,5,16,0,N,none,0,0,0,33,30.1
6396,14,5,16,0,N,none,0,0,0,35,28.4
6397,13,5,16,0,N,none,0,0,0,34,29.4
6398,14,5,16,0,N,none,0,0,0,35,28.4
6399,14,5,16,0,N,none,0,0,0,35,28.7
6400,14,5,17,0,N,none,0,0,0,35,28.4
6401,14,5,17,0,N,none,0,0,0,36,28.1
6402,13,5,16,0,N,none,0,0,0,34,29.2
6403,14,5,16,0,N,none,0,0,0,35,28.7
6404,14,5,16,0,N,none,0,0,0,35,28.5
6405,14,6,17,0,N,none,0,0,0,37,27.0
6406,12,5,16,0,N,none,0,0,0,33,30.0
6407,14,5,16,0,N,none,0,0,0,35,28.7
6408,14,6,17,0,N,none,0,0,0,36,27.5
6409,12,5,16,0,N,none,0,0,0,33,29.9
6410,14,5,17,0,N,none,0,0,0,36,27.9
6411,13,5,16,0,N,none,0,0,0,35,28.8
6412,13,5,16,0,N,none,0,0,0,35,28.7
6413,13,5,17,0,N,none,0,0,0,35,28.7
6414,12,5,16,0,N,none,0,0,0,33,30.4
6415,13,5,18,0,N,none,0,0,0,36,28.1
6416,12,5,17,0,N,none,0,0,0,34,29.8
6417,19,5,19,0,N,none,0,0,0,43,23.2
6418,5,7,17,0,N,none,0,0,0,29,34.5
6419,11,5,16,0,N,none,0,0,0,32,31.4
6420,15,5,16,0,N,none,0,0,0,36,27.9
6421,13,5,16,0,N,none,0,0,0,35,28.8
6422,14,5,16,0,N,none,0,0,0,34,29.1
6423,14,5,16,0,N,none,0,0,0,36,28.1
6424,14,5,16,0,N,none,0,0,0,34,29.0
6425,15,5,16,0,N,none,0,0,0,36,27.7
6426,14,5,17,0,N,none,0,0,0,35,28.4
6427,13,5,16,0,N,none,0,0,0,35,29.0
6428,14,5,17,0,N,none,0,0,0,36,28.0
6429,13,5,16,0,N,none,0,0,0,34,29.3
6430,14,5,17,0,N,none,0,0,0,36,27.8
6431,13,5,16,0,N,none,0,0,0,34,29.4
6432,14,5,16,0,N,none,0,0,0,35,28.2
6433,14,5,16,0,N,none,0,0,0,35,28.3
6434,13,5,17,0,N,none,0,0,0,35,28.5
6435,13,5,17,0,N,none,0,0,0,35,28.9
6436,13,5,16,0,N,none,0,0,0,34,29.5
6437,14,5,17,0,N,none,0,0,0,36,27.8
6438,14,6,16,0,N,none,0,0,0,36,27.4
6439,12,5,16,0,N,none,0,0,0,33,30.2
6440,16,5,16,0,N,none,0,0,0,37,27.2
6441,14,5,18,0,N,none,0,0,0,36,27.7
6442,12,5,17,0,N,none,0,0,0,33,30.0
6443,13,5,17,0,N,none,0,0,0,35,28.9
6444,14,5,16,0,N,none,0,0,0,36,27.9
6445,13,5,16,0,N,none,0,0,0,34,29.2
6446,14,5,16,0,N,none,0,0,0,35,28.7
6447,14,5,17,0,N,none,0,0,0,36,27.7
6448,13,5,17,0,N,none,0,0,0,35,28.7
6449,14,6,17,0,N,none,0,0,0,38,26.6
6450,11,7,16,0,N,none,0,0,0,35,28.8
6451,9,5,16,0,N,none,0,0,0,31,32.7
6452,14,5,16,0,N,none,0,0,0,35,28.5
6453,14,5,16,0,N,none,0,0,0,34,29.2
6454,14,5,16,0,N,none,0,0,0,35,28.6
6455,16,5,16,0,N,none,0,0,0,36,27.4
6456,13,5,16,0,N,none,0,0,0,35,28.8
6457,14,5,17,0,N,none,0,0,0,36,27.9
6458,13,5,17,0,N,none,0,0,0,35,28.8
6459,13,6,16,0,N,none,0,0,0,35,28.7
6460,13,5,16,0,N,none,0,0,0,34,29.3
6461,14,5,16,0,N,none,0,0,0,35,28.3
6462,14,5,16,0,N,none,0,0,0,35,28.6
6463,14,5,16,0,N,none,0,0,0,35,28.7
6464,14,5,16,0,N,none,0,0,0,35,28.4
6465,15,5,17,0,N,none,0,0,0,36,27.6
6466,14,5,17,0,N,none,0,0,0,35,28.5
6467,13,5,17,0,N,none,0,0,0,35,28.5
6468,13,5,16,0,N,none,0,0,0,34,29.6
6469,14,5,16,0,N,none,0,0,0,35,28.4
6470,14,5,16,0,N,none,0,0,0,35,28.3
6471,14,5,17,0,N,none,0,0,0,35,28.4
6472,12,5,17,0,N,none,0,0,0,33,30.5
6473,14,5,16,0,N,none,0,0,0,35,28.9
6474,14,5,16,0,N,none,0,0,0,35,28.5
6475,14,4,16,0,N,none,0,0,0,35,28.7
6476,15,5,16,0,N,none,0,0,0,36,27.6
6477,14,5,16,0,N,none,0,0,0,35,28.4
6478,14,5,16,0,N,none,0,0,0,35,28.8
6479,14,5,17,0,N,none,0,0,0,36,27.9
6480,13,5,18,0,N,none,0,0,0,36,27.8
6481,12,5,16,0,N,none,0,0,0,34,29.7
6482,14,5,17,0,N,none,0,0,0,36,27.9
6483,13,5,17,0,N,none,0,0,0,36,27.9
6484,12,5,16,0,N,none,0,0,0,33,30.1
6485,14,5,16,0,N,none,0,0,0,35,28.3
6486,14,5,17,0,N,none,0,0,0,36,27.6
6487,13,5,16,0,N,none,0,0,0,34,29.2
6488,14,5,16,0,N,none,0,0,0,35,28.7
6489,14,5,16,0,N,none,0,0,0,36,27.8
6490,13,5,17,0,N,none,0,0,0,35,28.7
6491,13,5,17,0,N,none,0,0,0,35,28.6
6492,14,5,17,0,N,none,0,0,0,35,28.5
