frame,cap,rect,detect,depth,det,mode,track,n_tracks,n_dets,total,fps
6493,13,5,16,0,N,none,0,0,0,34,29.4
6494,14,5,16,0,N,none,0,0,0,36,27.8
6495,14,5,17,0,N,none,0,0,0,36,28.1
6496,13,5,16,0,N,none,0,0,0,34,29.0
6497,14,5,16,0,N,none,0,0,0,35,28.2
6498,14,5,16,0,N,none,0,0,0,35,28.6
6499,13,5,16,31,Y,fresh,0,0,0,66,15.2
6500,0,5,16,26,Y,fresh,0,1,1,48,20.9
6501,0,4,15,25,Y,fresh,2,1,0,46,21.7
6502,0,4,15,0,N,cache,0,1,0,19,53.1
6503,2,4,15,0,N,cache,0,1,0,21,47.0
6504,13,4,15,27,Y,fresh,3,1,0,62,16.2
6505,0,4,15,27,Y,fresh,3,1,1,48,20.6
6506,0,6,15,25,Y,fresh,3,1,1,49,20.3
6507,0,4,15,26,Y,fresh,3,1,1,48,20.6
6508,0,4,15,24,Y,fresh,4,1,1,47,21.4
6509,0,4,15,28,Y,fresh,4,1,1,50,19.9
6510,0,4,16,25,Y,fresh,4,1,1,49,20.5
6511,0,4,15,0,Y,cache,4,1,1,22,44.9
6512,8,4,15,0,Y,cache,3,1,0,29,33.9
6513,13,4,15,0,N,cache,0,1,0,31,31.8
6514,18,4,15,0,N,cache,0,1,0,36,27.7
6515,16,4,15,0,N,cache,0,1,0,34,29.4
6516,17,4,15,0,N,cache,0,1,0,36,27.9
6517,16,4,15,0,N,cache,0,1,0,34,29.1
6518,17,4,14,0,N,cache,0,1,0,35,28.5
6519,17,4,14,0,N,cache,0,1,0,35,28.5
6520,17,4,15,27,Y,fresh,2,1,1,64,15.5
6521,0,4,15,0,N,cache,0,1,0,19,52.7
6522,6,4,15,0,N,cache,0,1,0,24,41.2
6523,15,4,15,0,Y,cache,3,1,1,36,27.6
6524,15,4,15,0,Y,cache,2,1,1,35,28.6
6525,15,4,15,0,Y,cache,2,1,0,36,28.1
6526,15,4,15,0,Y,cache,2,1,0,36,27.9
6527,15,4,15,0,Y,cache,2,1,0,36,27.4
6528,13,4,15,0,N,cache,0,1,0,32,31.2
6529,16,4,14,26,Y,fresh,2,2,1,63,15.9
6530,0,4,15,0,N,cache,0,2,0,19,53.1
6531,5,4,14,0,N,cache,0,2,0,24,42.4
6532,18,4,15,27,Y,fresh,2,2,1,65,15.4
6533,0,4,15,26,Y,fresh,2,2,0,47,21.4
6534,0,4,17,25,Y,fresh,3,2,1,48,20.7
6535,0,4,15,26,Y,fresh,3,2,2,47,21.1
6536,0,4,15,24,Y,fresh,4,2,1,46,21.5
6537,0,4,16,0,N,cache,0,2,0,21,48.6
6538,1,4,15,0,N,cache,0,2,0,20,51.1
6539,17,4,15,0,N,cache,0,2,0,36,28.2
6540,17,4,15,0,N,cache,0,2,0,35,28.3
6541,17,4,15,0,N,cache,0,2,0,36,28.2
6542,16,4,14,0,N,cache,0,2,0,35,28.6
6543,16,4,15,0,N,cache,0,2,0,35,28.7
6544,16,4,15,0,N,cache,0,2,0,35,28.3
6545,16,4,14,0,N,cache,0,2,0,35,28.8
6546,17,4,15,0,N,cache,0,2,0,36,28.0
6547,17,4,15,0,N,cache,0,2,0,37,27.2
6548,15,4,17,0,N,cache,0,2,0,36,27.6
6549,14,4,15,0,N,cache,0,2,0,32,30.9
6550,17,4,15,0,N,cache,0,2,0,35,28.3
6551,17,4,14,0,N,cache,0,2,0,35,28.5
6552,17,5,15,0,N,cache,0,2,0,37,27.2
6553,15,5,15,0,N,cache,0,2,0,35,28.6
6554,16,5,15,0,N,cache,0,2,0,37,27.2
6555,13,5,15,0,N,cache,0,2,0,33,30.1
6556,17,4,14,0,N,cache,0,2,0,35,28.4
6557,15,4,15,0,N,cache,0,2,0,33,30.0
6558,17,4,15,0,N,cache,0,2,0,36,27.9
6559,16,4,14,0,N,cache,0,2,0,35,29.0
6560,16,4,15,0,N,cache,0,2,0,35,29.0
6561,16,4,14,0,N,cache,0,2,0,35,28.5
6562,17,4,14,0,N,cache,0,2,0,35,28.4
6563,18,4,14,0,N,cache,0,2,0,36,27.6
6564,16,4,14,0,N,cache,0,2,0,34,29.1
6565,16,4,15,0,N,none,0,2,0,36,27.9
6566,16,4,14,0,N,none,0,2,0,34,29.0
6567,17,4,14,0,N,none,0,0,0,35,28.4
6568,17,4,14,0,N,none,0,0,0,35,28.3
6569,18,4,14,0,N,none,0,0,0,36,27.9
6570,17,4,15,0,N,none,0,0,0,35,28.5
6571,16,4,14,0,N,none,0,0,0,35,28.8
6572,17,4,14,0,N,none,0,0,0,35,28.3
6573,17,4,14,0,N,none,0,0,0,35,28.4
6574,17,4,15,0,N,none,0,0,0,37,27.1
6575,15,4,14,0,N,none,0,0,0,34,29.6
6576,17,4,15,0,N,none,0,0,0,36,27.4
6577,16,4,16,0,N,none,0,0,0,36,27.8
6578,15,4,15,0,N,none,0,0,0,34,29.6
6579,17,4,15,0,N,none,0,0,0,35,28.4
6580,17,4,15,0,N,none,0,0,0,36,27.8
6581,16,4,14,0,N,none,0,0,0,34,29.1
6582,17,4,15,0,N,none,0,0,0,36,27.6
6583,16,4,14,0,N,none,0,0,0,35,28.8
6584,17,4,14,0,N,none,0,0,0,35,28.5
6585,17,5,15,0,N,none,0,0,0,37,27.1
6586,16,4,15,0,N,none,0,0,0,35,28.9
6587,15,5,15,0,N,none,0,0,0,35,28.4
6588,17,5,15,0,N,none,0,0,0,37,26.9
6589,13,4,17,0,N,none,0,0,0,34,29.5
6590,15,4,14,0,N,none,0,0,0,33,30.4
6591,16,4,15,0,N,none,0,0,0,34,29.2
6592,17,5,15,0,N,none,0,0,0,37,27.0
6593,15,5,15,0,N,none,0,0,0,35,28.8
6594,16,5,15,0,N,none,0,0,0,35,28.2
6595,17,5,16,0,N,none,0,0,0,37,27.0
6596,14,5,15,0,N,none,0,0,0,34,29.2
6597,14,5,15,0,N,none,0,0,0,34,29.0
6598,15,5,15,0,N,none,0,0,0,35,28.5
6599,15,5,15,0,N,none,0,0,0,35,28.6
6600,16,4,14,0,N,none,0,0,0,34,29.0
6601,17,4,14,0,N,none,0,0,0,35,28.2
6602,17,4,14,0,N,none,0,0,0,36,28.1
6603,16,4,14,0,N,none,0,0,0,34,29.3
6604,17,4,14,0,N,none,0,0,0,35,28.3
6605,17,4,14,0,N,none,0,0,0,35,28.5
6606,17,4,15,0,N,none,0,0,0,36,27.9
6607,17,4,14,0,N,none,0,0,0,35,28.6
6608,17,4,14,0,N,none,0,0,0,35,28.3
6609,18,5,14,0,N,none,0,0,0,37,26.8
6610,15,4,14,0,N,none,0,0,0,33,29.9
6611,16,4,14,0,N,none,0,0,0,34,29.2
6612,18,4,15,0,N,none,0,0,0,37,27.2
6613,17,4,14,0,N,none,0,0,0,35,28.7
6614,16,4,14,0,N,none,0,0,0,35,28.7
6615,18,4,15,0,N,none,0,0,0,36,27.4
6616,14,4,14,0,N,none,0,0,0,32,31.0
6617,17,4,15,0,N,none,0,0,0,36,27.9
6618,18,4,15,0,N,none,0,0,0,36,27.5
6619,15,4,15,0,N,none,0,0,0,34,29.6
6620,17,4,15,0,N,none,0,0,0,35,28.2
6621,17,4,14,0,N,none,0,0,0,35,28.7
6622,19,4,14,0,N,none,0,0,0,37,27.2
6623,16,4,14,0,N,none,0,0,0,35,28.9
6624,16,4,14,0,N,none,0,0,0,34,29.2
6625,17,4,15,0,N,none,0,0,0,35,28.3
6626,17,4,14,0,N,none,0,0,0,36,28.1
6627,17,4,15,0,N,none,0,0,0,36,27.7
6628,17,4,14,0,N,none,0,0,0,35,28.6
6629,16,4,14,0,N,none,0,0,0,34,29.2
6630,11,4,15,0,N,none,0,0,0,30,33.3
6631,15,4,14,0,N,none,0,0,0,33,29.9
6632,18,4,14,0,N,none,0,0,0,37,27.2
6633,16,4,16,0,N,none,0,0,0,35,28.2
6634,16,5,15,0,N,none,0,0,0,35,28.4
6635,16,4,14,0,N,none,0,0,0,34,29.2
6636,17,4,15,0,N,none,0,0,0,36,28.0
6637,19,5,16,0,N,none,0,0,0,40,24.9
6638,15,5,16,0,N,none,0,0,0,36,27.4
6639,12,5,16,0,N,none,0,0,0,33,30.2
6640,14,5,16,0,N,none,0,0,0,35,28.3
6641,14,5,16,0,N,none,0,0,0,35,28.4
6642,14,5,16,0,N,none,0,0,0,36,28.1
6643,14,5,16,0,N,none,0,0,0,35,28.6
6644,14,5,16,0,N,none,0,0,0,35,28.2
6645,14,5,16,0,N,none,0,0,0,36,27.9
6646,13,5,17,0,N,none,0,0,0,35,28.7
6647,13,5,16,0,N,none,0,0,0,35,28.5
6648,13,5,16,0,N,none,0,0,0,35,29.0
6649,14,5,16,0,N,none,0,0,0,35,28.5
6650,14,5,17,0,N,none,0,0,0,36,27.5
6651,13,5,16,0,N,none,0,0,0,34,29.1
6652,14,5,17,0,N,none,0,0,0,35,28.5
6653,14,5,17,0,N,none,0,0,0,36,28.2
6654,14,5,16,0,N,none,0,0,0,35,28.6
6655,13,5,16,0,N,none,0,0,0,35,28.8
6656,14,6,17,0,N,none,0,0,0,36,27.5
6657,13,5,16,0,N,none,0,0,0,34,29.1
6658,14,5,16,0,N,none,0,0,0,35,28.7
6659,14,5,16,0,N,none,0,0,0,35,28.7
6660,14,5,17,0,N,none,0,0,0,36,28.1
6661,13,5,17,0,N,none,0,0,0,35,28.5
6662,13,5,16,0,N,none,0,0,0,34,29.4
6663,14,5,16,0,N,none,0,0,0,35,28.2
6664,14,5,17,0,N,none,0,0,0,36,27.9
6665,14,5,17,0,N,none,0,0,0,35,28.5
6666,13,5,17,0,N,none,0,0,0,34,29.0
6667,14,5,16,0,N,none,0,0,0,35,28.6
6668,14,5,16,0,N,none,0,0,0,35,28.4
6669,14,5,16,0,N,none,0,0,0,35,28.4
6670,15,5,16,0,N,none,0,0,0,37,27.3
6671,13,5,17,0,N,none,0,0,0,34,29.4
6672,12,5,16,0,N,none,0,0,0,34,29.8
6673,14,5,17,0,N,none,0,0,0,35,28.2
6674,14,5,16,0,N,none,0,0,0,35,28.3
6675,14,5,16,0,N,none,0,0,0,35,28.6
6676,15,5,17,0,N,none,0,0,0,38,26.7
6677,12,5,16,0,N,none,0,0,0,33,30.3
6678,16,5,17,0,N,none,0,0,0,37,26.7
6679,12,5,16,0,N,none,0,0,0,33,29.9
6680,15,5,16,0,N,none,0,0,0,36,28.0
6681,13,5,17,0,N,none,0,0,0,35,28.9
6682,13,5,17,0,N,none,0,0,0,35,28.6
6683,13,5,17,0,N,none,0,0,0,35,28.8
6684,14,5,17,0,N,none,0,0,0,35,28.3
6685,13,5,17,0,N,none,0,0,0,35,28.4
6686,14,5,16,0,N,none,0,0,0,35,28.5
6687,13,5,16,0,N,none,0,0,0,35,28.8
6688,14,5,16,0,N,none,0,0,0,35,28.3
6689,14,5,16,0,N,none,0,0,0,35,28.5
6690,15,5,16,0,N,none,0,0,0,36,27.4
6691,12,5,16,0,N,none,0,0,0,34,29.4
6692,14,5,16,0,N,none,0,0,0,35,28.5
6693,14,5,17,0,N,none,0,0,0,36,27.9
6694,14,5,16,0,N,none,0,0,0,35,28.6
6695,14,5,16,31,Y,fresh,3,0,0,69,14.4
6696,0,6,18,31,Y,fresh,3,0,0,58,17.3
6697,0,5,15,0,N,cache,0,0,0,20,50.1
6698,8,4,15,0,N,cache,0,0,0,26,38.4
6699,16,4,14,0,N,cache,0,0,0,34,29.0
6700,17,4,14,0,N,cache,0,0,0,35,28.5
6701,17,4,15,28,Y,fresh,2,0,0,66,15.1
6702,0,5,16,24,Y,fresh,2,1,1,47,21.3
6703,0,4,15,0,N,cache,0,1,0,19,52.1
6704,2,4,14,25,Y,fresh,2,1,0,48,20.7
6705,0,4,15,26,Y,fresh,3,1,1,48,21.0
6706,0,6,16,25,Y,fresh,2,1,0,49,20.3
6707,0,4,14,0,N,cache,0,1,0,18,54.2
6708,10,4,14,0,N,cache,0,1,0,28,35.1
6709,17,4,14,0,N,cache,0,1,0,35,28.4
6710,17,4,14,0,N,cache,0,1,0,35,28.4
6711,18,4,15,0,N,cache,0,1,0,37,27.2
6712,16,4,14,0,N,cache,0,1,0,34,29.4
6713,17,4,14,0,N,cache,0,1,0,35,28.4
6714,17,4,15,0,N,cache,0,1,0,36,28.0
6715,17,5,15,0,N,cache,0,1,0,37,27.3
6716,16,5,15,0,N,cache,0,1,0,35,28.3
6717,19,4,15,0,N,cache,0,1,0,38,26.6
6718,13,4,15,0,N,cache,0,1,0,31,31.8
6719,16,4,14,0,N,cache,0,1,0,35,28.7
6720,17,4,14,0,N,cache,0,1,0,36,28.1
6721,17,4,14,0,N,cache,0,1,0,35,28.4
6722,17,4,15,0,N,cache,0,1,0,35,28.2
6723,17,4,14,0,N,cache,0,1,0,35,28.5
6724,17,4,15,0,N,cache,0,1,0,36,27.9
6725,16,4,14,0,N,cache,0,1,0,35,28.9
6726,16,4,14,0,N,cache,0,1,0,35,28.9
6727,17,4,15,0,N,cache,0,1,0,37,27.1
6728,16,4,14,0,N,cache,0,1,0,34,29.4
6729,16,4,15,0,N,cache,0,1,0,35,28.6
6730,17,4,15,0,N,cache,0,1,0,36,27.9
6731,16,4,14,0,N,cache,0,1,0,35,28.7
6732,17,4,15,0,N,cache,0,1,0,35,28.2
6733,17,4,15,0,N,cache,0,1,0,36,27.9
6734,16,4,15,0,N,cache,0,1,0,34,29.3
6735,16,4,15,0,N,none,0,1,0,35,28.6
6736,17,4,14,0,N,none,0,1,0,36,28.1
6737,16,4,14,0,N,none,0,0,0,35,28.9
6738,17,4,15,0,N,none,0,0,0,36,28.0
6739,16,4,14,0,N,none,0,0,0,35,28.8
6740,17,4,14,0,N,none,0,0,0,35,28.2
6741,17,4,15,0,N,none,0,0,0,36,28.2
6742,17,4,14,0,N,none,0,0,0,35,28.6
6743,17,4,14,0,N,none,0,0,0,35,28.3
6744,17,4,15,0,N,none,0,0,0,36,28.0
6745,17,4,14,0,N,none,0,0,0,35,28.4
6746,17,4,15,0,N,none,0,0,0,35,28.5
6747,18,4,14,0,N,none,0,0,0,36,27.8
6748,17,4,15,0,N,none,0,0,0,35,28.5
6749,17,4,14,0,N,none,0,0,0,35,28.6
6750,17,4,14,0,N,none,0,0,0,35,28.3
6751,17,4,15,0,N,none,0,0,0,36,28.0
6752,17,4,14,0,N,none,0,0,0,35,28.8
6753,17,4,16,0,N,none,0,0,0,37,26.8
6754,16,4,14,0,N,none,0,0,0,34,29.5
6755,16,4,15,0,N,none,0,0,0,34,29.1
6756,17,4,14,0,N,none,0,0,0,35,28.3
6757,17,4,15,0,N,none,0,0,0,35,28.3
6758,17,4,15,0,N,none,0,0,0,36,27.9
6759,16,4,15,0,N,none,0,0,0,35,28.4
6760,16,4,15,0,N,none,0,0,0,35,28.4
6761,16,4,14,0,N,none,0,0,0,35,28.8
6762,17,4,15,0,N,none,0,0,0,36,27.8
6763,16,4,15,0,N,none,0,0,0,35,28.8
6764,17,4,14,0,N,none,0,0,0,35,28.3
6765,17,4,15,0,N,none,0,0,0,36,28.1
6766,17,4,14,0,N,none,0,0,0,35,28.3
6767,17,4,14,0,N,none,0,0,0,35,28.4
6768,17,4,15,0,N,none,0,0,0,35,28.4
6769,17,4,14,0,N,none,0,0,0,36,28.1
6770,16,4,15,0,N,none,0,0,0,36,28.0
6771,15,4,15,0,N,none,0,0,0,34,29.6
6772,17,4,15,0,N,none,0,0,0,35,28.3
6773,18,4,15,0,N,none,0,0,0,36,27.6
6774,16,4,14,0,N,none,0,0,0,34,29.3
6775,17,4,15,27,Y,fresh,2,0,0,64,15.6
6776,0,4,15,0,N,cache,0,0,0,19,53.7
6777,5,4,14,0,N,cache,0,0,0,23,42.9
6778,17,4,15,0,N,cache,0,0,0,35,28.3
6779,17,4,14,0,N,cache,0,0,0,36,28.0
6780,17,4,14,0,N,cache,0,0,0,35,28.7
6781,17,4,15,0,N,cache,0,0,0,37,27.3
6782,15,5,15,0,N,cache,0,0,0,34,29.0
6783,15,4,14,0,N,cache,0,0,0,34,29.8
6784,18,4,14,0,N,cache,0,0,0,36,27.6
6785,16,4,14,0,N,cache,0,0,0,35,28.9
6786,17,4,14,0,N,cache,0,0,0,35,28.3
6787,17,4,14,26,Y,fresh,2,0,0,63,15.8
6788,0,4,15,25,Y,fresh,2,0,0,45,22.0
6789,0,4,15,0,N,cache,0,0,0,19,53.8
6790,2,4,14,0,N,cache,0,0,0,21,48.8
6791,10,4,15,27,Y,fresh,2,0,0,57,17.5
6792,0,4,15,26,Y,fresh,2,1,1,46,21.6
6793,0,4,15,23,Y,fresh,2,1,1,44,22.6
6794,0,4,16,23,Y,fresh,2,1,0,45,22.3
6795,0,4,16,0,N,cache,0,1,0,20,49.4
6796,1,4,15,0,N,cache,0,1,0,20,49.8
6797,7,4,14,0,N,cache,0,1,0,26,38.3
6798,17,4,14,0,N,cache,0,1,0,35,28.5
6799,17,4,14,0,N,cache,0,1,0,36,27.9
6800,17,4,14,0,N,cache,0,1,0,35,28.4
6801,16,4,15,0,N,cache,0,1,0,34,29.2
6802,17,4,15,0,N,cache,0,1,0,35,28.4
6803,17,4,15,0,N,cache,0,1,0,36,27.5
6804,16,4,14,0,N,cache,0,1,0,35,28.8
6805,17,4,15,0,N,cache,0,1,0,35,28.4
6806,17,4,15,0,N,cache,0,1,0,36,28.1
6807,17,4,16,0,N,cache,0,1,0,36,27.6
6808,15,4,14,0,N,cache,0,1,0,34,29.6
6809,17,4,15,0,N,cache,0,1,0,37,26.9
6810,15,4,15,0,N,cache,0,1,0,34,29.6
6811,16,4,14,0,N,cache,0,1,0,35,28.7
6812,17,4,14,0,N,cache,0,1,0,35,28.4
6813,17,4,15,0,N,cache,0,1,0,35,28.3
6814,17,4,15,0,N,cache,0,1,0,35,28.3
6815,17,4,14,0,N,cache,0,1,0,35,28.3
6816,17,4,15,0,N,cache,0,1,0,35,28.3
6817,17,4,15,0,N,cache,0,1,0,35,28.6
6818,17,4,15,0,N,cache,0,1,0,35,28.4
6819,17,4,14,0,N,cache,0,1,0,36,28.2
6820,16,4,15,0,N,cache,0,1,0,35,28.4
6821,17,4,14,26,Y,fresh,3,2,1,64,15.7
6822,0,4,15,25,Y,fresh,3,2,1,47,21.4
6823,0,5,16,25,Y,fresh,3,2,1,49,20.5
6824,0,4,15,28,Y,fresh,3,2,1,49,20.3
6825,0,4,16,28,Y,fresh,3,1,0,51,19.5
6826,0,4,16,0,N,cache,0,1,0,20,50.8
6827,13,4,14,0,N,cache,0,1,0,32,31.7
6828,17,4,15,26,Y,fresh,1,1,0,63,15.9
6829,0,4,15,0,N,cache,0,1,0,19,53.6
6830,7,4,15,0,N,cache,0,1,0,25,39.4
6831,15,4,14,0,N,cache,0,1,0,34,29.6
6832,17,4,14,0,N,cache,0,1,0,35,28.5
6833,17,4,14,0,N,cache,0,1,0,35,28.3
6834,17,5,17,0,N,cache,0,1,0,39,25.6
6835,15,5,16,0,N,cache,0,1,0,36,27.8
6836,11,5,16,0,N,cache,0,1,0,32,31.1
6837,14,5,17,0,N,cache,0,1,0,36,27.6
6838,13,5,16,0,N,cache,0,1,0,35,28.8
6839,12,5,16,0,N,cache,0,1,0,34,29.6
6840,13,5,17,0,N,cache,0,1,0,36,28.0
6841,13,5,17,0,N,cache,0,1,0,35,29.0
6842,15,5,17,0,N,cache,0,1,0,36,27.5
6843,13,5,16,29,Y,fresh,2,1,0,64,15.6
6844,0,5,17,28,Y,fresh,2,2,1,52,19.1
6845,0,5,14,26,Y,fresh,1,2,1,46,21.6
6846,0,4,15,28,Y,fresh,1,2,0,47,21.1
6847,0,4,16,0,N,cache,0,2,0,21,48.7
6848,1,4,15,0,N,cache,0,2,0,20,48.8
6849,6,4,15,0,N,cache,0,2,0,25,40.3
6850,18,4,15,0,N,cache,0,2,0,36,27.5
6851,16,4,14,0,N,cache,0,2,0,34,29.4
6852,17,4,14,0,N,cache,0,2,0,35,28.5
6853,18,5,15,0,N,cache,0,2,0,37,26.9
6854,15,4,15,0,N,cache,0,2,0,35,28.5
6855,16,4,14,0,N,cache,0,2,0,34,29.4
6856,16,4,15,0,N,cache,0,2,0,35,28.5
6857,17,5,16,0,N,cache,0,2,0,37,26.7
6858,15,4,15,0,N,cache,0,2,0,33,30.0
6859,15,4,15,0,N,cache,0,1,0,34,29.0
6860,17,4,14,0,N,cache,0,1,0,36,28.1
6861,16,4,15,0,N,cache,0,1,0,34,29.2
6862,18,5,15,0,N,cache,0,1,0,37,26.8
6863,16,4,14,0,N,cache,0,1,0,34,29.2
6864,16,4,14,0,N,cache,0,1,0,34,29.4
6865,17,4,15,0,N,cache,0,1,0,36,28.0
6866,16,4,15,0,N,cache,0,1,0,35,28.3
6867,16,4,15,0,N,cache,0,1,0,35,28.6
6868,16,4,14,0,N,cache,0,1,0,35,28.6
6869,18,4,14,0,N,cache,0,1,0,36,27.6
6870,16,4,14,0,N,cache,0,1,0,34,29.3
6871,17,4,15,0,N,cache,0,1,0,36,27.4
6872,15,4,14,0,N,cache,0,1,0,34,29.5
6873,17,4,15,0,N,cache,0,1,0,36,27.7
6874,16,4,15,0,N,cache,0,1,0,35,28.5
6875,16,4,14,0,N,none,0,1,0,35,28.7
6876,17,4,15,0,N,none,0,1,0,35,28.3
6877,17,4,14,0,N,none,0,0,0,35,28.6
6878,17,4,14,0,N,none,0,0,0,35,28.4
6879,17,4,14,0,N,none,0,0,0,35,28.3
6880,17,4,15,0,N,none,0,0,0,36,28.0
6881,16,4,15,0,N,none,0,0,0,35,28.2
6882,18,4,19,0,N,none,0,0,0,40,24.9
6883,12,4,14,0,N,none,0,0,0,31,32.5
6884,16,4,15,0,N,none,0,0,0,34,29.2
6885,17,4,15,0,N,none,0,0,0,35,28.4
6886,17,4,15,0,N,none,0,0,0,36,27.9
6887,16,4,14,0,N,none,0,0,0,35,28.8
6888,17,5,14,0,N,none,0,0,0,37,27.3
6889,16,5,14,0,N,none,0,0,0,35,28.8
6890,16,4,15,0,N,none,0,0,0,35,29.0
6891,17,4,14,0,N,none,0,0,0,35,28.3
6892,16,4,15,0,N,none,0,0,0,34,29.1
6893,17,4,14,0,N,none,0,0,0,35,28.5
6894,18,4,14,0,N,none,0,0,0,36,27.8
6895,17,4,15,0,N,none,0,0,0,35,28.3
6896,16,4,15,0,N,none,0,0,0,35,28.6
6897,17,5,15,0,N,none,0,0,0,37,27.3
6898,15,4,15,0,N,none,0,0,0,34,29.3
6899,16,4,15,0,N,none,0,0,0,35,28.8
6900,17,4,14,0,N,none,0,0,0,35,28.4
6901,17,4,15,0,N,none,0,0,0,35,28.3
6902,17,4,14,0,N,none,0,0,0,35,28.3
6903,17,4,14,0,N,none,0,0,0,35,28.7
6904,17,4,15,0,N,none,0,0,0,36,27.8
6905,16,4,14,0,N,none,0,0,0,35,28.8
6906,17,4,15,0,N,none,0,0,0,35,28.4
6907,17,4,15,0,N,none,0,0,0,35,28.4
6908,17,4,14,0,N,none,0,0,0,35,28.5
6909,18,4,14,0,N,none,0,0,0,36,27.9
6910,17,4,14,0,N,none,0,0,0,35,28.3
6911,17,4,14,0,N,none,0,0,0,35,28.5
6912,17,4,14,0,N,none,0,0,0,36,28.1
6913,18,4,14,0,N,none,0,0,0,36,27.7
6914,16,4,15,0,N,none,0,0,0,35,28.9
6915,17,4,15,0,N,none,0,0,0,36,28.1
6916,17,4,14,0,N,none,0,0,0,35,28.6
6917,17,4,14,0,N,none,0,0,0,35,28.2
6918,18,4,14,0,N,none,0,0,0,37,27.3
6919,15,4,14,0,N,none,0,0,0,33,30.2
6920,17,4,15,0,N,none,0,0,0,35,28.2
6921,17,4,15,0,N,none,0,0,0,36,27.7
6922,16,4,14,0,N,none,0,0,0,35,28.9
6923,17,4,15,0,N,none,0,0,0,36,27.8
6924,16,4,14,0,N,none,0,0,0,35,28.8
6925,17,4,14,0,N,none,0,0,0,35,28.8
6926,17,4,14,0,N,none,0,0,0,36,28.1
6927,17,4,14,0,N,none,0,0,0,36,28.2
6928,17,4,14,0,N,none,0,0,0,35,28.8
6929,17,4,15,0,N,none,0,0,0,36,28.1
6930,18,4,15,0,N,none,0,0,0,37,27.3
6931,16,4,14,0,N,none,0,0,0,34,29.5
6932,17,4,15,0,N,none,0,0,0,36,27.4
6933,17,4,15,0,N,none,0,0,0,36,27.8
6934,16,4,14,0,N,none,0,0,0,34,29.5
6935,17,4,14,0,N,none,0,0,0,35,28.4
6936,17,4,15,0,N,none,0,0,0,36,27.7
6937,17,4,15,0,N,none,0,0,0,36,28.0
6938,16,4,15,0,N,none,0,0,0,34,29.1
6939,17,4,14,0,N,none,0,0,0,35,28.7
6940,17,4,15,0,N,none,0,0,0,35,28.2
6941,17,4,14,0,N,none,0,0,0,35,28.6
6942,17,4,14,0,N,none,0,0,0,35,28.3
6943,17,4,14,0,N,none,0,0,0,35,28.3
6944,17,4,14,0,N,none,0,0,0,36,28.0
6945,17,4,15,0,N,none,0,0,0,35,28.5
6946,17,4,14,0,N,none,0,0,0,35,28.2
6947,17,4,14,0,N,none,0,0,0,35,28.3
6948,17,4,14,0,N,none,0,0,0,35,28.6
6949,17,4,14,0,N,none,0,0,0,35,28.6
6950,17,5,14,0,N,none,0,0,0,36,28.2
6951,16,4,14,0,N,none,0,0,0,35,29.0
6952,17,4,14,0,N,none,0,0,0,36,28.1
6953,17,4,14,0,N,none,0,0,0,35,28.7
6954,17,4,15,0,N,none,0,0,0,35,28.3
6955,17,4,14,0,N,none,0,0,0,35,28.6
6956,17,4,15,0,N,none,0,0,0,35,28.2
6957,17,4,14,0,N,none,0,0,0,35,28.4
6958,17,4,15,0,N,none,0,0,0,36,28.0
6959,17,4,15,0,N,none,0,0,0,35,28.4
6960,16,4,14,0,N,none,0,0,0,35,28.9
6961,17,4,15,0,N,none,0,0,0,36,28.1
6962,17,4,15,0,N,none,0,0,0,36,27.7
6963,16,4,14,0,N,none,0,0,0,34,29.2
6964,17,4,14,0,N,none,0,0,0,35,28.3
6965,18,5,14,0,N,none,0,0,0,37,27.1
6966,15,4,15,0,N,none,0,0,0,34,29.2
6967,16,4,15,0,N,none,0,0,0,35,28.8
6968,17,5,14,0,N,none,0,0,0,37,27.3
6969,16,4,14,0,N,none,0,0,0,34,29.6
6970,17,4,15,0,N,none,0,0,0,35,28.2
6971,17,4,14,0,N,none,0,0,0,36,28.0
6972,16,4,14,0,N,none,0,0,0,34,29.2
6973,17,4,14,0,N,none,0,0,0,36,28.2
6974,17,4,14,0,N,none,0,0,0,35,28.3
6975,17,4,15,0,N,none,0,0,0,36,28.0
6976,17,4,15,0,N,none,0,0,0,36,28.0
6977,16,4,14,0,N,none,0,0,0,34,29.1
6978,17,4,14,0,N,none,0,0,0,35,28.5
6979,17,4,14,0,N,none,0,0,0,35,28.3
6980,17,4,14,0,N,none,0,0,0,35,28.3
6981,17,4,15,0,N,none,0,0,0,36,27.9
6982,17,4,14,0,N,none,0,0,0,35,28.4
6983,17,5,14,0,N,none,0,0,0,36,27.8
6984,16,4,15,0,N,none,0,0,0,34,29.1
6985,18,5,16,0,N,none,0,0,0,39,25.4
6986,14,6,17,0,N,none,0,0,0,37,27.2
6987,12,6,16,0,N,none,0,0,0,35,28.9
6988,13,6,16,0,N,none,0,0,0,35,28.5
6989,13,5,16,0,N,none,0,0,0,34,29.0
6990,13,5,16,0,N,none,0,0,0,35,28.9
6991,14,5,16,0,N,none,0,0,0,36,28.0
6992,13,5,17,0,N,none,0,0,0,36,28.2
6993,13,5,16,0,N,none,0,0,0,34,29.2
6994,15,5,16,0,N,none,0,0,0,36,27.8
6995,12,6,16,0,N,none,0,0,0,35,28.9
6996,13,5,16,0,N,none,0,0,0,34,29.6
6997,15,5,17,0,N,none,0,0,0,37,27.0
6998,12,5,16,0,N,none,0,0,0,34,29.6
