timestamp,total_w,0V8_AON,0V8_SW,1V1_SYS,1V8_SYS,3V3_ADC,3V3_DAC,3V3_SYS,3V7_WL_SW,DDR_VDD2,DDR_VDDQ,HDMI,VDD_CORE
2026-06-21T14:22:02.561,5.435,0.0028,0.3055,0.2269,0.4198,0.0012,0.0000,1.3762,0.2255,0.2471,0.0143,0.1084,2.5073
2026-06-21T14:22:03.085,4.038,0.0029,0.4431,0.4086,0.4150,0.0006,0.0008,1.1949,0.1999,0.3201,0.0095,0.1050,0.9377
2026-06-21T14:22:03.611,3.813,0.0033,0.3993,0.4210,0.3858,0.0014,0.0000,1.1884,0.2543,0.1091,0.0009,0.1046,0.9445
2026-06-21T14:22:04.139,5.650,0.0029,0.3409,0.4090,0.3900,0.0014,0.0002,1.2014,0.1856,0.1225,0.0000,0.1089,2.8877
2026-06-21T14:22:04.666,4.707,0.0028,0.3424,0.2266,0.4234,0.0014,0.0000,1.1565,0.2501,0.1618,0.0084,0.1053,2.0284
2026-06-21T14:22:05.191,4.213,0.0030,0.4222,0.4196,0.4181,0.0014,0.0000,1.1826,0.1747,0.1291,0.0009,0.0992,1.3621
2026-06-21T14:22:05.717,4.175,0.0030,0.4486,0.4149,0.3830,0.0006,0.0008,1.2014,0.1963,0.1112,0.0009,0.1046,1.3095
2026-06-21T14:22:06.248,5.564,0.0031,0.4218,0.4066,0.3812,0.0014,0.0004,1.1891,0.2038,0.1125,0.0080,0.1091,2.7272
2026-06-21T14:22:06.773,4.001,0.0030,0.3409,0.2279,0.4131,0.0014,0.0000,1.1009,0.1814,0.2557,0.0006,0.1066,1.3696
2026-06-21T14:22:07.299,4.559,0.0027,0.4669,0.4084,0.4110,0.0014,0.0000,1.1755,0.2504,0.3272,0.0080,0.1018,1.4057
2026-06-21T14:22:07.825,3.793,0.0032,0.4392,0.4171,0.4008,0.0014,0.0000,1.1919,0.2146,0.1489,0.0009,0.1045,0.8709
2026-06-21T14:22:08.354,4.467,0.0031,0.4094,0.4108,0.3883,0.0014,0.0002,1.1901,0.2001,0.2101,0.0012,0.1047,1.5473
2026-06-21T14:22:08.880,4.137,0.0029,0.3794,0.2956,0.4064,0.0006,0.0008,1.1016,0.2026,0.2344,0.0142,0.1078,1.3912
2026-06-21T14:22:09.405,4.309,0.0033,0.4186,0.4108,0.4096,0.0006,0.0000,1.1917,0.1924,0.3284,0.0071,0.1019,1.2449
2026-06-21T14:22:09.934,3.828,0.0031,0.4412,0.4195,0.3854,0.0014,0.0000,1.1959,0.2002,0.1491,0.0009,0.1077,0.9231
2026-06-21T14:22:10.460,4.406,0.0031,0.4067,0.4085,0.4132,0.0014,0.0000,1.1736,0.2026,0.1368,0.0009,0.1070,1.5522
2026-06-21T14:22:10.986,4.157,0.0028,0.2732,0.2394,0.4163,0.0014,0.0002,1.1193,0.2145,0.2659,0.0015,0.1052,1.5170
2026-06-21T14:22:11.512,5.982,0.0031,0.4394,0.4089,0.4533,0.0006,0.0008,1.1759,0.2045,0.4388,0.0122,0.1044,2.7397
2026-06-21T14:22:12.037,8.751,0.0030,0.4427,0.4081,0.4219,0.0014,0.0008,1.2353,0.1890,0.4001,0.0080,0.1045,5.5364
2026-06-21T14:22:12.563,4.260,0.0029,0.4420,0.4182,0.4111,0.0006,0.0008,1.2051,0.1819,0.2161,0.0003,0.1042,1.2764
